file	speech	m_pitch	min_pit	max_pit	sd_pit	range_pit	convo	comfort	sing	inform	read	imperative	question	vocalplay	noisy	age	gender	coder	ID					
B-19_12_pass1__623__13.wav	CDS	144.3874282	129.7719598	177.131265	8.789235754	47.35930519	0	0	0	0	0	0	1	0	0	12	MALE	amy	B19					
B-19_12_pass1__623__17.wav	CDS	182.2666758	128.7469565	256.6181976	26.49899897	127.8712411	0	0	0	0	0	0	1	0	0	12	MALE	amy	B19					
B-19_12_pass1__623__19.wav	CDS	178.7366587	119.1678386	250.2595044	25.79569695	131.0916658	1	0	0	0	0	0	1	0	0	12	MALE	amy	B19					
B-19_12_pass1__623__4.wav	ADS	139.2125068	99.82954459	198.2815045	21.68497885	98.45195994	0	0	0	1	0	0	0	0	0	12	MALE	amy	B19					
B-19_12_pass1__623__6.wav	ADS	183.9314398	137.6250186	252.9535914	18.50340839	115.3285728	0	0	0	1	0	0	1	0	0	12	MALE	amy	B19					
B-19_12_pass1__623__7.wav	ADS	201.1144762	161.8754396	261.7634535	16.58046144	99.88801386	0	0	0	0	0	0	1	0	0	12	MALE	amy	B19					
B-19_12_pass1__623__8.wav	ADS	183.8945408	153.2371907	259.4148179	25.39869937	106.1776272	0	0	0	0	0	0	1	0	0	12	MALE	amy	B19					
B-20_16_pass1__955__11.wav	ADS	214.1812375	116.9130681	281.233432	26.74290064	164.3203639	0	0	0	1	0	0	0	0	0	16	FEMALE	amy	B20					
B-20_16_pass1__955__13.wav	ADS	224.0147196	132.4960924	362.9192112	59.32186073	230.4231189	0	0	0	0	0	0	1	0	0	16	MALE	amy	B20					
B-20_16_pass1__955__15.wav	ADS	289.148465	157.6629297	404.5874328	64.96319587	246.9245031	0	0	0	1	0	0	0	1	0	16	MALE	amy	B20					
B-20_16_pass1__955__20.wav	ADS	168.6766142	115.1572914	261.471311	26.66627219	146.3140196	0	0	0	1	0	0	0	0	0	16	MALE	amy	B20					
B-20_16_pass1__955__25.wav	ADS	151.428624	116.1312021	220.8719984	23.60619153	104.7407963	0	0	0	1	0	0	0	0	0	16	MALE	amy	B20					
B-20_16_pass1__955__9.wav	ADS	189.2081637	113.5955773	234.2459556	24.13935132	120.6503784	0	0	0	0	0	0	0	0	1	16	MALE	amy	B20					
B-21_06_pass1__1057_1.wav	ADS	160.725469	125.5320803	294.2296594	24.28652577	168.6975791	0	0	0	0	0	0	1	0	0	6	FEMALE	giselle	B21					
B-21_06_pass1__1057_10.wav	ADS	143.0724792	97.63560305	361.1312813	38.39621163	263.4956783	0	0	0	0	0	0	0	0	1	6	MALE	giselle	B21					
B-21_06_pass1__1057_12.wav	ADS	128.2481358	88.4500071	220.1773862	22.81850312	131.7273791	0	0	0	1	0	0	0	0	0	6	MALE	giselle	B21					
B-21_06_pass1__1057_14.wav	ADS	138.1625564	98.6245644	225.7160803	17.62703102	127.0915159	1	0	0	0	0	0	1	0	1	6	FEMALE	giselle	B21					
B-21_06_pass1__1057_16.wav	ADS	149.6364201	104.6808658	213.4050757	23.19401397	108.72421	0	0	0	0	0	0	0	0	0	6	FEMALE	giselle	B21					
B-21_06_pass1__1057_17.wav	ADS	134.3616294	89.48454522	257.6966004	28.15124483	168.2120551	1	0	0	1	0	0	0	0	0	6	MALE	giselle	B21					
B-21_06_pass1__1057_19.wav	ADS	137.940515	87.00942234	249.5117617	30.05973994	162.5023393	1	0	0	1	0	0	0	0	0	6	MALE	giselle	B21					
B-21_06_pass1__1057_21.wav	ADS	136.2450778	90.79628074	220.084957	22.80165794	129.2886762	1	0	0	1	0	0	0	0	0	6	MALE	giselle	B21					
B-21_06_pass1__1057_23.wav	ADS	277.0812969	140.1051222	439.4713955	68.84617495	299.3662732	1	0	0	0	0	0	0	0	0	6	FEMALE	giselle	B21					
B-21_06_pass1__1057_26.wav	ADS	161.9444039	116.4132875	316.7623717	45.04197187	200.3490843	0	0	0	1	0	1	0	0	0	6	MALE	giselle	B21					
B-21_06_pass1__1057_4.wav	ADS	144.6833699	99.88782891	254.859449	32.16942867	154.9716201	0	0	0	1	0	0	0	0	1	6	MALE	giselle	B21					
B-21_06_pass1__1057_6.wav	ADS	165.4499236	105.3518723	306.7487956	34.20919707	201.3969233	0	0	0	1	0	0	0	0	1	6	MALE	giselle	B21					
B-21_06_pass1__1057_8.wav	ADS	139.875545	105.685042	206.8437451	17.26771126	101.1587031	1	0	0	0	0	0	0	0	0	6	MALE	giselle	B21					
B-22_16_pass1__186_5.wav	CDS	325.7182421	235.220749	487.2282178	89.94844238	252.0074687	0	0	0	1	0	0	0	0	0	16	FEMALE	giselle	B22					
B-22_16_pass1__186_7.wav	CDS	206.0469746	170.9148589	302.5070359	22.7105666	131.592177	0	0	0	0	0	1	1	0	0	16	FEMALE	giselle	B22					
B-23_08_pass1__1377__1.wav	CDS	151.856743	103.6350037	236.9860078	22.3722608	133.3510041	0	0	0	0	0	0	0	1	0	8	FEMALE	amy	B23					
B-23_08_pass1__1377__12.wav	ADS	222.1135786	119.3184474	457.9741108	71.36438935	338.6556635	0	0	0	1	0	0	0	0	0	8	FEMALE	amy	B23					
B-23_08_pass1__1377__13.wav	ADS	113.4750683	97.42429965	136.9127571	11.51216661	39.48845743	0	0	0	1	0	0	0	0	0	8	MALE	amy	B23					
B-23_08_pass1__1377__2.wav	CDS	174.9252606	116.5393203	273.4517836	39.91049667	156.9124633	0	0	0	0	0	1	0	0	0	8	FEMALE	amy	B23					
B-23_08_pass1__1377__4.wav	ADS	127.5116812	100.9578839	188.4970315	15.74701425	87.53914763	0	0	0	0	0	0	1	0	0	8	MALE	amy	B23					
B-23_08_pass1__1377__6.wav	ADS	139.7348142	116.7431223	193.6476495	16.63795627	76.90452712	0	0	0	0	0	0	1	0	0	8	MALE	amy	B23					
B-23_08_pass1__1377__8.wav	ADS	125.1015611	98.99649376	257.8938142	27.39659331	158.8973204	1	0	0	0	0	0	1	0	0	8	MALE	amy	B23					
B-25_15_pass1__189__12.wav	CDS	275.298348	192.2600763	360.4061239	47.49270563	168.1460476	0	0	0	0	0	0	0	0	1	15	FEMALE	amy	B25					
B-25_15_pass1__189__9.wav	CDS	270.0207805	171.1497362	379.5288926	77.88580535	208.3791564	0	0	0	1	0	0	0	0	0	15	FEMALE	amy	B25					
B-26_11_pass1__845__1.wav	CDS	216.1722746	148.6217303	302.0778706	33.06512574	153.4561403	0	0	1	0	0	0	0	0	0	11	FEMALE	amy	B26					
B-26_11_pass1__845__20.wav	CDS	270.4385019	227.1751189	338.1785664	19.76718911	111.0034475	0	0	0	0	0	1	1	0	0	11	FEMALE	amy	B26					
B-26_11_pass1__845__27.wav	CDS	229.8334501	127.0808172	313.0478327	56.33499032	185.9670155	1	0	0	0	0	0	0	0	0	11	FEMALE	amy	B26					
B-26_11_pass1__845__3.wav	CDS	201.2172453	90.99359287	333.4887741	52.34805464	242.4951813	0	0	1	0	0	0	0	0	0	11	FEMALE	amy	B26					
B-26_11_pass1__845__32.wav	CDS	283.5001872	164.1499566	389.055727	61.20717751	224.9057704	0	0	0	1	0	1	0	0	0	11	FEMALE	amy	B26					
B-26_11_pass1__845__38.wav	CDS	218.0286956	160.2870927	280.1139145	27.80523407	119.8268218	0	0	0	0	0	1	0	0	0	11	FEMALE	amy	B26					
B-26_11_pass1__845__42.wav	CDS	243.7840341	156.4783306	342.8282083	45.62023442	186.3498777	0	0	0	1	0	1	0	0	0	11	FEMALE	amy	B26					
B-26_11_pass1__845__45.wav	CDS	227.8069594	132.9444554	383.8425868	47.18197364	250.8981314	1	0	0	1	0	1	1	0	0	11	FEMALE	amy	B26					
B-26_11_pass1__845__51.wav	CDS	205.9137944	102.7114672	312.7767963	48.54978136	210.0653291	0	0	1	0	0	0	0	0	0	11	FEMALE	amy	B26					
B-26_11_pass1__845__53.wav	CDS	233.6085185	156.4545395	340.7387439	35.86449657	184.2842044	0	0	1	0	0	0	0	0	0	11	FEMALE	amy	B26					
B-26_11_pass1__845__55.wav	CDS	202.0193196	154.2166736	259.1694229	27.24876068	104.9527493	0	0	1	0	0	0	0	0	0	11	FEMALE	amy	B26					
B-26_11_pass1__845__57.wav	CDS	218.1622201	145.1554313	310.6012774	41.68208085	165.4458461	0	0	1	0	0	0	0	0	0	11	FEMALE	amy	B26					
B-26_11_pass1__845__61.wav	CDS	256.2806234	224.343516	322.213442	22.99028395	97.86992598	0	0	1	0	0	0	0	0	0	11	FEMALE	amy	B26					
B-26_11_pass1__845__64.wav	CDS	212.5979132	124.817069	302.4593782	32.70990317	177.6423093	0	0	1	0	0	0	0	0	0	11	FEMALE	amy	B26					
B-27_14_pass1__441_16.wav	CDS	300.5796949	117.0187313	406.3800957	72.80272811	289.3613645	0	0	0	0	0	0	1	0	0	14	FEMALE	giselle	B27					
B-27_14_pass1__441_7.wav	CDS	331.0254284	202.7330529	437.1275669	49.56879031	234.394514	0	0	0	0	0	0	1	0	0	14	FEMALE	giselle	B27					
B-28_10_pass1__881_11.wav	ADS	178.5298198	109.5030093	260.1258803	33.33071573	150.622871	0	0	0	0	0	0	0	0	1	10	FEMALE	giselle	B28					
B-28_10_pass1__881_3.wav	ADS	190.5653895	114.912127	289.7964954	43.21034572	174.8843684	0	0	0	0	0	0	0	0	1	10	FEMALE	giselle	B28					
B-28_10_pass1__881_5.wav	ADS	184.5333553	118.1083485	310.2372185	22.14058244	192.12887	0	0	0	0	0	0	0	0	1	10	FEMALE	giselle	B28					
B-29_13_pass1__154_19.wav	CDS	358.1421793	110.5211141	554.011643	113.2371871	443.4905289	0	0	0	1	0	0	0	0	0	13	FEMALE	giselle	B29					
B-29_13_pass1__154_21.wav	CDS	271.7830072	224.3050705	316.4406292	18.14309526	92.13555869	0	0	0	1	0	0	0	0	0	13	FEMALE	giselle	B29					
B-29_13_pass1__154_24.wav	CDS	262.009359	199.4032374	345.4959706	26.40904338	146.0927332	0	0	0	1	0	0	0	0	0	13	FEMALE	giselle	B29					
B-29_13_pass1__154_30.wav	CDS	250.43988	178.2737539	421.9037727	58.21131669	243.6300188	0	0	0	0	0	0	1	0	0	13	FEMALE	giselle	B29					
B-29_13_pass1__154_32.wav	CDS	220.5640457	177.2919819	259.871912	16.75528511	82.57993005	0	0	0	0	0	0	1	0	0	13	FEMALE	giselle	B29					
B-29_13_pass1__154_46.wav	CDS	198.911939	97.65013546	265.2853728	47.58693083	167.6352374	0	0	1	0	0	0	0	0	0	13	FEMALE	giselle	B29					
B-29_13_pass1__154_48.wav	CDS	200.8577836	158.3580388	256.5396798	25.53650397	98.18164098	0	0	0	0	0	0	0	0	1	13	FEMALE	giselle	B29					
B-29_13_pass1__154_6.wav	CDS	285.545783	237.4952252	329.1529177	27.43012469	91.65769245	0	0	0	1	0	0	0	0	0	13	FEMALE	giselle	B29					
B-29_13_pass1__154_7.wav	CDS	278.671553	208.2777054	347.0729588	51.51803996	138.7952534	0	0	0	1	0	0	0	0	0	13	FEMALE	giselle	B29					
B-29_13_pass1__154_8.wav	CDS	230.3967099	204.61441	320.9464114	23.37585605	116.3320014	0	0	0	1	0	0	0	0	0	13	FEMALE	giselle	B29					
B-30_14_pass1__471_1.wav	CDS	197.1383254	170.1005408	265.395246	21.3201096	95.29470515	0	0	0	1	0	0	0	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_10.wav	CDS	174.4939083	120	218.8310498	18.85685023	98.83104979	0	0	0	0	1	0	0	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_100.wav	CDS	252.491101	183.1541056	390.2954791	69.33271261	207.1413735	0	0	0	1	0	1	0	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_104.wav	CDS	255.5841181	216.1164307	302.8841664	24.40409453	86.76773572	0	0	0	1	0	0	0	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_108.wav	CDS	259.3706374	181.4105729	317.2587823	31.64543434	135.8482094	0	0	0	0	0	0	0	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_110.wav	CDS	388.1266545	273.0546317	576.6816526	90.24363572	303.6270209	0	0	0	0	1	0	0	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_115.wav	CDS	309.0003471	279.2165834	416.2120295	25.51996404	136.9954461	0	0	0	1	0	0	1	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_117.wav	CDS	272.2986367	200.4010129	446.5746956	43.23059094	246.1736827	0	0	0	0	0	0	1	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_12.wav	CDS	209.9029801	108.4104293	457.1663735	46.63614713	348.7559442	0	0	0	1	1	1	1	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_120.wav	CDS	258.1358534	193.9207972	516.6492159	62.44147378	322.7284187	0	0	0	0	0	0	1	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_122.wav	CDS	257.5328891	182.0097238	539.0761531	78.80391736	357.0664293	0	0	0	0	0	0	1	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_124.wav	CDS	350.3946453	239.3011006	467.4222147	77.61996412	228.1211141	0	0	0	0	0	0	1	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_131.wav	CDS	375.913733	323.154554	443.630255	30.88308278	120.475701	0	0	0	0	0	0	1	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_133.wav	CDS	203.5244223	137.2391107	261.5390933	31.75008935	124.2999826	0	0	0	0	0	0	0	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_135.wav	CDS	198.9518225	104.0970473	310.6857588	45.73531303	206.5887115	0	0	0	0	0	0	1	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_137.wav	CDS	211.4947358	105.1614104	287.1270073	41.00499349	181.965597	0	0	0	0	0	0	1	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_139.wav	CDS	243.19809	198.7505045	342.5680585	42.20848004	143.817554	0	0	0	1	0	1	0	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_14.wav	CDS	196.3632198	139.2097772	302.3437177	31.41779789	163.1339405	0	0	0	1	1	1	0	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_141.wav	CDS	218.6021209	152.8798079	384.5092213	45.97029773	231.6294134	0	0	0	0	0	0	1	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_143.wav	CDS	210.2612817	178.6103514	307.3657436	33.98140267	128.7553921	0	0	0	0	0	0	1	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_146.wav	CDS	209.6209329	178.1326309	361.7787876	35.05892764	183.6461567	0	0	0	0	0	0	1	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_16.wav	CDS	236.7652548	167.8864108	341.1421161	47.59145013	173.2557053	0	0	0	0	1	0	0	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_18.wav	CDS	420.0715559	270.4151308	613.5790576	92.36867908	343.1639268	0	0	0	0	1	0	0	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_20.wav	CDS	300.1679412	161.7893401	543.4491992	70.34663419	381.6598591	0	0	0	0	1	0	0	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_23.wav	CDS	325.1680758	198.3335056	427.9807441	66.99760323	229.6472385	0	0	0	0	1	0	1	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_26.wav	CDS	330.7054473	258.9111554	455.9460163	57.64763175	197.0348609	1	0	0	1	1	0	0	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_30.wav	CDS	363.2656845	344.8609581	411.036021	19.0263604	66.17506285	1	0	0	1	1	0	0	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_32.wav	CDS	289.7978281	133.8274923	501.8128666	85.72942654	367.9853743	0	0	0	1	1	0	0	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_34.wav	CDS	301.8431533	159.9939146	473.0278285	77.13169941	313.033914	0	0	0	0	1	0	0	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_35.wav	CDS	250.1085437	233.6896499	313.4475024	26.56483441	79.75785251	0	0	0	0	0	0	0	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_36.wav	CDS	339.6379376	228.4087849	519.3006968	74.26256804	290.8919119	0	0	0	0	1	0	0	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_43.wav	CDS	275.9466303	235.4286363	320.6773925	16.28209528	85.24875622	0	0	0	0	0	0	1	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_47.wav	CDS	376.74726	297.134649	501.4768726	47.17651545	204.3422237	0	0	0	0	1	0	0	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_5.wav	CDS	390.9189024	259.4797813	552.0402283	74.67911036	292.560447	0	0	0	0	1	0	0	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_50.wav	CDS	396.7491285	301.63691	440.8646418	38.24816615	139.2277318	0	0	0	1	0	0	0	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_55.wav	CDS	298.7668206	192.5616312	532.3097368	62.62449115	339.7481056	0	0	0	0	1	0	0	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_58.wav	CDS	257.2339108	183.7111696	407.4718394	46.94133956	223.7606697	0	0	0	0	1	0	0	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_60.wav	CDS	425.9477137	334.69363	593.9278426	71.2699929	259.2342125	0	0	0	0	1	0	0	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_62.wav	CDS	220.1046744	149.5047142	393.7146684	55.51242396	244.2099542	0	0	0	0	1	0	1	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_73.wav	CDS	288.338142	237.7461952	331.2010975	30.53835811	93.45490226	0	0	0	0	1	0	0	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_77.wav	CDS	273.4928505	215.2746202	362.0855205	38.46768408	146.8109002	0	0	0	0	1	0	0	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_79.wav	CDS	268.0352664	155.4876988	412.9353515	74.79488907	257.4476527	0	0	0	0	1	0	0	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_8.wav	CDS	266.7479468	174.9151039	320.8627349	39.54149523	145.9476311	0	0	0	0	1	0	0	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_81.wav	CDS	312.5457685	229.228303	512.2530843	59.87643367	283.0247813	0	0	0	0	1	0	0	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_84.wav	CDS	383.2221206	357.5472627	398.0607796	10.86616735	40.51351685	0	0	0	0	1	0	0	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_88.wav	CDS	286.8518685	177.3301568	519.0624045	79.83606725	341.7322477	0	0	0	0	1	0	0	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_90.wav	CDS	245.8035175	146.5579399	356.4288157	58.35634064	209.8708758	0	0	0	0	1	0	1	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_92.wav	CDS	279.5479104	219.7260863	357.6344499	29.67844757	137.9083637	0	0	0	0	1	0	1	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_94.wav	CDS	274.8950202	225.5913571	463.786212	51.24062136	238.1948549	0	0	0	0	0	1	0	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_96.wav	CDS	318.332629	120.1032553	454.8203818	87.10805151	334.7171265	0	0	0	0	1	0	1	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_98.wav	CDS	278.2790839	196.3388045	414.3986653	57.26586213	218.0598608	0	0	0	0	0	0	1	0	0	14	FEMALE	giselle	B30					
B-30_14_pass1__471_99.wav	CDS	407.4303559	347.7341315	447.2916882	39.93713396	99.55755672	0	0	0	0	0	1	1	0	0	14	FEMALE	giselle	B30					
B-31_13_pass1__239__10.wav	CDS	193.4325428	117.6900094	323.6669407	61.47888035	205.9769314	0	0	0	1	0	0	0	0	0	13	MALE	amy	B31					
B-31_13_pass1__239__50.wav	CDS	278.0017345	193.291384	424.5082636	56.3928456	231.2168796	1	0	0	0	0	0	0	0	0	13	MALE	amy	B31					
B-32_07_pass1__472__1.wav	ADS	196.6834317	97.45006763	362.2854148	44.64899625	264.8353472	1	0	0	1	0	0	1	0	0	7	FEMALE	amy	B32					
B-32_07_pass1__472__11.wav	ADS	237.948085	172.967526	369.0721617	42.41179174	196.1046357	0	0	0	1	0	0	0	0	0	7	FEMALE	amy	B32					
B-32_07_pass1__472__14.wav	ADS	193.0031348	119.336001	420.4196614	49.59323089	301.0836604	1	0	0	1	0	0	1	0	0	7	FEMALE	amy	B32					
B-32_07_pass1__472__15.wav	ADS	195.8736481	147.1954767	302.7782245	43.08316339	155.5827477	1	0	0	1	0	0	1	0	0	7	FEMALE	amy	B32					
B-32_07_pass1__472__16.wav	ADS	166.2492838	138.8681277	234.5987933	18.24947375	95.73066564	0	0	0	1	0	0	0	0	0	7	FEMALE	amy	B32					
B-32_07_pass1__472__18.wav	ADS	191.727098	124.5919719	241.2684849	29.88228735	116.676513	0	0	0	1	0	0	0	0	0	7	FEMALE	amy	B32					
B-32_07_pass1__472__20.wav	ADS	197.0800369	116.6652272	271.6667036	26.82591532	155.0014764	0	0	0	1	0	0	0	0	0	7	FEMALE	amy	B32					
B-32_07_pass1__472__21.wav	ADS	193.1777053	150.0938485	350.5485978	52.99480151	200.4547493	0	0	0	1	0	0	0	0	0	7	FEMALE	amy	B32					
B-32_07_pass1__472__22.wav	ADS	162.6208503	150.7630128	221.0468416	11.12764979	70.28382875	0	0	0	1	0	0	0	0	0	7	FEMALE	amy	B32					
B-32_07_pass1__472__24.wav	ADS	201.5680896	145.4344316	242.9936176	19.5982598	97.55918601	0	0	0	1	0	0	0	0	0	7	FEMALE	amy	B32					
B-32_07_pass1__472__25.wav	ADS	183.9583691	135.8858057	381.697885	57.00260884	245.8120793	0	0	0	1	0	0	0	0	0	7	FEMALE	amy	B32					
B-32_07_pass1__472__27.wav	ADS	230.8920045	160.6568571	352.1137306	57.591176	191.4568735	1	0	0	1	0	0	0	0	0	7	FEMALE	amy	B32					
B-32_07_pass1__472__28.wav	ADS	197.403278	128.4367646	388.5141844	57.99178168	260.0774197	0	0	0	1	0	0	0	0	0	7	FEMALE	amy	B32					
B-32_07_pass1__472__29.wav	ADS	197.5782472	115.3141484	425.5467035	56.62503813	310.2325551	0	0	0	1	0	0	0	0	0	7	FEMALE	amy	B32					
B-32_07_pass1__472__3.wav	ADS	185.2301571	138.9921623	334.8452793	32.72810542	195.8531169	0	0	0	1	0	0	0	0	0	7	FEMALE	amy	B32					
B-32_07_pass1__472__30.wav	ADS	151.7155564	138.8024401	181.4343687	12.57298914	42.63192861	0	0	0	1	0	0	0	0	0	7	FEMALE	amy	B32					
B-32_07_pass1__472__31.wav	ADS	188.719908	111.1457279	321.8739849	55.69103682	210.7282571	0	0	0	1	0	0	0	0	0	7	FEMALE	amy	B32					
B-32_07_pass1__472__33.wav	ADS	191.1229736	138.612309	342.5317678	38.21033909	203.9194588	0	0	0	1	0	0	0	0	0	7	FEMALE	amy	B32					
B-32_07_pass1__472__35.wav	ADS	232.1904253	174.5849799	289.241835	25.72512785	114.656855	0	0	0	1	0	0	0	0	0	7	NA	amy	B32					
B-32_07_pass1__472__37.wav	ADS	217.1820007	167.0562364	298.0535482	32.65664514	130.9973119	0	0	0	1	0	0	0	0	0	7	FEMALE	amy	B32					
B-32_07_pass1__472__39.wav	ADS	197.0262688	134.8840254	275.0682481	30.69368029	140.1842227	1	0	0	1	0	0	1	0	0	7	FEMALE	amy	B32					
B-32_07_pass1__472__40.wav	ADS	171.7695397	129.2405136	246.5166305	23.45840821	117.2761169	0	0	0	1	0	0	0	0	0	7	FEMALE	amy	B32					
B-32_07_pass1__472__42.wav	ADS	236.3196813	152.9115672	413.3929814	57.97560112	260.4814142	0	0	0	1	0	0	0	0	0	7	FEMALE	amy	B32					
B-32_07_pass1__472__44.wav	ADS	203.3732091	147.2635963	235.6508712	18.52500479	88.38727484	0	0	0	1	0	0	0	0	0	7	FEMALE	amy	B32					
B-32_07_pass1__472__46.wav	ADS	187.1787837	165.7356535	247.5773523	20.40198232	81.8416988	1	0	0	1	0	0	1	0	0	7	FEMALE	amy	B32					
B-32_07_pass1__472__48.wav	ADS	202.1461253	178.1152926	284.8949542	23.20532228	106.7796617	0	0	0	1	0	0	0	0	0	7	FEMALE	amy	B32					
B-32_07_pass1__472__5.wav	ADS	190.8816793	140.3881658	579.5182247	80.95903842	439.1300589	0	0	0	1	0	0	0	0	0	7	FEMALE	amy	B32					
B-32_07_pass1__472__50.wav	ADS	192.0268871	138.5982115	251.9309198	21.715265	113.3327083	0	0	0	1	0	0	0	0	0	7	FEMALE	amy	B32					
B-32_07_pass1__472__52.wav	ADS	179.3480755	140.1077923	236.2228976	24.88946972	96.11510522	0	0	0	1	0	0	0	0	0	7	FEMALE	amy	B32					
B-32_07_pass1__472__54.wav	ADS	210.9225073	128.383911	537.9462979	103.2170968	409.5623869	0	0	0	1	0	0	0	0	0	7	FEMALE	amy	B32					
B-32_07_pass1__472__56.wav	ADS	150.1352604	139.3152443	186.638519	15.12114501	47.32327466	0	0	0	1	0	0	0	0	0	7	FEMALE	amy	B32					
B-32_07_pass1__472__58.wav	ADS	198.3828784	158.6954773	282.8592944	29.66286367	124.1638171	0	0	0	1	0	0	0	0	0	7	FEMALE	amy	B32					
B-32_07_pass1__472__59.wav	ADS	146.8509089	133.023422	201.4788271	13.9360561	68.45540507	0	0	0	1	0	0	0	0	0	7	FEMALE	amy	B32					
B-32_07_pass1__472__60.wav	ADS	187.2870129	136.9801772	317.0143765	37.29769726	180.0341993	0	0	0	1	0	0	0	0	0	7	FEMALE	amy	B32					
B-32_07_pass1__472__62.wav	ADS	171.3453071	160.0528716	199.0554422	11.40086742	39.00257058	1	0	0	1	0	0	1	0	0	7	FEMALE	amy	B32					
B-32_07_pass1__472__7.wav	ADS	178.3917922	152.629503	258.7428985	20.63343705	106.1133955	1	0	0	1	0	0	1	0	0	7	FEMALE	amy	B32					
B-32_07_pass1__472__8.wav	ADS	269.4766172	176.13392	488.8578976	83.63508666	312.7239776	0	0	0	1	0	0	0	0	0	7	FEMALE	amy	B32					
B-32_07_pass1__472__9.wav	ADS	230.3137695	145.6828726	352.2780903	39.31297746	206.5952176	0	0	0	1	0	0	1	0	0	7	FEMALE	amy	B32					
B-33_15_pass1__840__10.wav	CDS	236.7367576	189.6003269	281.5590987	19.41762447	91.95877171	0	0	0	1	0	0	0	0	0	15	FEMALE	amy	B33					
B-33_15_pass1__840__20.wav	CDS	329.6685069	163.9952802	621.7891231	116.2071459	457.793843	1	0	0	0	0	0	1	0	0	15	FEMALE	amy	B33					
B-33_15_pass1__840__23.wav	CDS	187.9752585	111.8584382	440.1812403	81.76098137	328.3228021	1	0	0	1	0	0	0	0	0	15	FEMALE	amy	B33					
B-33_15_pass1__840__27.wav	CDS	224.0043886	178.0110963	418.2117192	54.64977318	240.2006229	0	0	0	1	0	0	0	0	0	15	FEMALE	amy	B33					
B-33_15_pass1__840__7.wav	CDS	277.8159876	204.7208137	398.2703564	27.87121051	193.5495427	0	0	0	0	0	0	1	0	0	15	FEMALE	amy	B33					
B-33_15_pass1__840__9.wav	CDS	247.8205241	227.5243817	284.3555772	14.70515915	56.83119544	0	0	0	1	0	0	0	0	0	15	FEMALE	amy	B33					
B-34_17_pass1__507_1.wav	CDS	293.0171732	208.2660741	378.0805043	53.13083156	169.8144302	0	0	0	0	0	1	0	0	0	17	FEMALE	giselle	B34					
B-35_15_pass1__420__1.wav	CDS	198.7871381	120.5246422	306.8704575	39.72130643	186.3458153	0	0	0	0	0	0	1	0	0	15	MALE	amy	B35					
