file	speech	m_pitch	min_pit	max_pit	sd_pit	range_pit	convo	comfort	sing	inform	read	imperative	question	vocalplay	noisy	age	gender	coder	ID					
B-35_15_pass1__420__11.wav	CDS	197.5173074	141.8282793	268.3008014	31.85137446	126.4725221	0	0	0	0	0	0	1	0	0	15	MALE	amy	B35					
B-35_15_pass1__420__3.wav	CDS	169.9502093	88.49963999	270.8023828	60.68548333	182.3027428	1	0	0	0	0	0	0	0	0	15	NA	amy	B35					
B-35_15_pass1__420__4.wav	CDS	308.1551456	158.6790635	394.3394101	72.44134488	235.6603466	0	0	0	1	0	0	0	0	0	15	MALE	amy	B35					
B-35_15_pass1__420__6.wav	CDS	258.1520034	153.3391601	398.507762	71.29982601	245.168602	0	0	0	1	0	0	0	0	0	15	MALE	amy	B35					
B-35_15_pass1__420__7.wav	CDS	194.4734526	123.513937	336.9497468	57.78967818	213.4358098	1	0	0	0	0	1	0	0	0	15	MALE	amy	B35					
B-35_15_pass1__420__9.wav	CDS	149.0173672	116.0708907	237.733553	24.80811909	121.6626623	0	0	0	1	0	1	0	0	0	15	MALE	amy	B35					
B-36_07_pass1__462__1.wav	ADS	174.9590026	129.7355205	241.2706801	18.27716949	111.5351597	1	0	0	0	0	0	0	0	0	7	FEMALE	amy	B36					
B-36_07_pass1__462__10.wav	CDS	351.0137421	116.7334469	649.8944688	194.8918381	533.1610219	0	1	0	0	0	0	0	0	0	7	FEMALE	amy	B36					
B-36_07_pass1__462__11.wav	CDS	208.0037497	158.5340385	376.7645393	34.99389151	218.2305008	1	1	0	0	0	0	0	0	0	7	FEMALE	amy	B36					
B-36_07_pass1__462__17.wav	ADS	269.2988148	135.1883598	631.5931958	132.7223944	496.404836	0	0	0	1	0	0	1	0	0	7	FEMALE	amy	B36					
B-36_07_pass1__462__20.wav	ADS	188.8162595	145.1549061	269.8089413	29.03734497	124.6540352	0	0	0	1	0	0	0	0	0	7	FEMALE	amy	B36					
B-36_07_pass1__462__22.wav	ADS	287.5944623	138.7561409	428.5027482	78.73792447	289.7466074	1	0	0	1	0	0	0	0	0	7	FEMALE	amy	B36					
B-36_07_pass1__462__24.wav	ADS	197.9283853	127.3766003	292.3810645	24.07224295	165.0044642	1	0	0	0	0	0	0	0	1	7	FEMALE	amy	B36					
B-36_07_pass1__462__3.wav	ADS	179.8110753	142.2272964	345.9496419	34.79838931	203.7223456	0	0	0	1	0	0	0	0	0	7	FEMALE	amy	B36					
B-36_07_pass1__462__32.wav	ADS	190.3189031	149.2591882	273.0491257	20.56851621	123.7899376	1	0	0	1	0	0	0	0	0	7	FEMALE	amy	B36					
B-36_07_pass1__462__33.wav	ADS	258.1438575	110.5654162	594.6375152	152.0382894	484.072099	1	0	0	0	0	0	0	0	1	7	FEMALE	amy	B36					
B-36_07_pass1__462__38.wav	ADS	182.4033509	130.425335	257.6040682	28.33769475	127.1787332	0	0	0	1	0	0	0	0	0	7	FEMALE	amy	B36					
B-36_07_pass1__462__41.wav	ADS	168.8145325	114.7729571	200.6283733	16.26880094	85.85541619	0	0	0	1	0	0	0	0	0	7	FEMALE	amy	B36					
B-36_07_pass1__462__5.wav	ADS	217.6762557	118.6617482	343.158033	34.53860156	224.4962847	1	0	0	1	0	0	1	0	0	7	FEMALE	amy	B36					
B-37_06_pass1__684__1.wav	ADS	181.6415231	134.7053196	276.3173363	40.44693139	141.6120166	0	0	0	1	0	0	0	0	0	6	FEMALE	amy	B37					
B-37_06_pass1__684__10.wav	ADS	218.3753412	165.3492168	295.1401595	26.6893649	129.7909427	0	0	0	1	0	0	0	0	0	6	FEMALE	amy	B37					
B-37_06_pass1__684__11.wav	ADS	196.6893562	123.7284435	594.2027881	77.18913674	470.4743445	1	0	0	1	0	0	0	0	0	6	FEMALE	amy	B37					
B-37_06_pass1__684__12.wav	ADS	209.502576	156.5509436	284.9401878	37.29974564	128.3892442	1	0	0	1	0	0	0	0	0	6	FEMALE	amy	B37					
B-37_06_pass1__684__13.wav	ADS	175.1817173	119.163749	259.9485618	22.66448997	140.7848128	1	0	0	1	0	0	0	0	1	6	FEMALE	amy	B37					
B-37_06_pass1__684__15.wav	ADS	181.0259085	139.7477426	274.5772821	31.26503975	134.8295395	1	0	0	0	0	0	0	0	0	6	FEMALE	amy	B37					
B-37_06_pass1__684__2.wav	ADS	188.9490121	140.4863427	322.5895004	41.61015259	182.1031576	0	0	0	1	0	0	0	0	0	6	FEMALE	amy	B37					
B-37_06_pass1__684__3.wav	ADS	187.169613	146.6532205	254.1066913	20.45673706	107.4534708	0	0	0	1	0	0	0	0	0	6	FEMALE	amy	B37					
B-37_06_pass1__684__4.wav	ADS	204.6955225	125.7119674	399.8424969	46.54892529	274.1305295	1	0	0	1	0	0	0	0	0	6	FEMALE	amy	B37					
B-37_06_pass1__684__5.wav	ADS	220.9488706	144.9017025	366.2729802	48.45776765	221.3712778	0	1	0	1	0	0	0	0	0	6	FEMALE	amy	B37					
B-37_06_pass1__684__6.wav	ADS	167.0217693	133.8859795	225.6931004	23.37694571	91.80712093	0	0	0	1	0	0	0	0	0	6	FEMALE	amy	B37					
B-37_06_pass1__684__7.wav	ADS	217.4701212	166.9638338	332.4990772	33.72454412	165.5352434	1	0	0	1	0	0	0	0	0	6	FEMALE	amy	B37					
B-37_06_pass1__684__8.wav	ADS	188.4054319	128.4309298	335.1089488	44.82501299	206.678019	0	0	0	1	0	0	0	0	0	6	FEMALE	amy	B37					
B-38_12_pass1__352__13.wav	CDS	234.6515971	143.2130661	376.5360065	41.47031486	233.3229405	0	0	0	1	0	1	0	0	0	12	FEMALE	amy	B38					
B-38_12_pass1__352__4.wav	CDS	256.1613568	141.7908574	366.1375769	59.03873543	224.3467195	0	0	0	0	0	0	0	1	0	12	FEMALE	amy	B38					
B-38_12_pass1__352__6.wav	CDS	221.5194065	155.7388437	362.2819218	38.41001525	206.5430781	0	0	0	1	0	1	0	0	0	12	FEMALE	amy	B38					
B-39_10_pass1__1097_1.wav	ADS	212.1887913	173.5189045	340.5609803	34.69550095	167.0420758	1	0	0	0	0	0	0	0	0	10	FEMALE	giselle	B39					
B-39_10_pass1__1097_10.wav	ADS	188.0426882	107.1110143	234.233366	24.70115852	127.1223517	0	0	0	0	0	0	0	0	1	10	FEMALE	giselle	B39					
B-39_10_pass1__1097_16.wav	ADS	198.9356291	161.1541898	260.1351904	24.16721848	98.98100058	0	0	0	1	0	0	0	0	0	10	FEMALE	giselle	B39					
B-39_10_pass1__1097_21.wav	ADS	217.7467739	93.69812107	422.0879006	68.09219455	328.3897795	0	0	0	1	0	0	1	0	0	10	FEMALE	giselle	B39					
B-39_10_pass1__1097_23.wav	ADS	212.8377779	166.2121941	280.1840315	31.19758173	113.9718373	1	0	0	0	0	0	0	0	0	10	MALE	giselle	B39					
B-39_10_pass1__1097_24.wav	ADS	234.7387158	112.8686753	340.1264256	46.52588769	227.2577504	0	0	0	1	0	0	0	0	0	10	FEMALE	giselle	B39					
B-39_10_pass1__1097_26.wav	CDS	215.3098955	121.8794541	313.5128576	40.23924944	191.6334034	0	0	0	0	0	0	1	0	0	10	FEMALE	giselle	B39					
B-39_10_pass1__1097_35.wav	CDS	280.2309678	183.1580738	459.0554728	68.00998946	275.897399	0	0	0	1	0	0	0	0	0	10	FEMALE	giselle	B39					
B-39_10_pass1__1097_4.wav	ADS	148.77284	115.6929534	200.601009	20.80192432	84.90805565	0	0	0	0	0	0	0	0	0	10	MALE	giselle	B39					
B-39_10_pass1__1097_6.wav	ADS	190.9611224	114.2667744	268.909642	38.07205789	154.6428676	0	0	0	1	0	0	0	0	0	10	FEMALE	giselle	B39					
B-39_10_pass1__1097_8.wav	ADS	227.5305276	180.3308205	324.4459193	35.85316531	144.1150987	0	0	0	1	0	0	0	0	0	10	FEMALE	giselle	B39					
B-40_07_pass1__489__1.wav	CDS	230.6558118	172.2994036	277.5707159	26.95498949	105.2713123	1	0	0	0	0	0	0	0	0	7	FEMALE	amy	B40					
B-40_07_pass1__489__13.wav	ADS	264.1398274	200.8077823	338.9847112	35.65362842	138.1769289	0	0	0	1	0	0	0	0	0	7	FEMALE	amy	B40					
B-40_07_pass1__489__14.wav	ADS	258.9345477	195.2993094	303.3942068	29.42177607	108.0948974	0	0	0	0	0	0	0	0	1	7	FEMALE	amy	B40					
B-40_07_pass1__489__15.wav	ADS	437.7496612	242.1103463	637.3293177	103.5939029	395.2189714	1	0	0	1	0	0	0	0	0	7	FEMALE	amy	B40					
B-40_07_pass1__489__24.wav	CDS	237.8411265	136.2480458	405.4418417	59.73257025	269.193796	1	1	0	0	0	0	0	0	0	7	FEMALE	amy	B40					
B-40_07_pass1__489__55.wav	CDS	203.0112185	110.9794939	264.9014301	40.3973333	153.9219363	0	0	0	0	0	0	1	0	0	7	FEMALE	amy	B40					
B-40_07_pass1__489__56.wav	CDS	233.8513	121.9018739	341.2416368	52.26556885	219.3397629	0	0	0	0	0	0	1	0	0	7	FEMALE	amy	B40					
B-40_07_pass1__489__6.wav	ADS	279.6596213	166.5877527	422.8418106	60.70246265	256.2540579	0	0	0	1	0	0	0	0	0	7	FEMALE	amy	B40					
B-40_07_pass1__489__7.wav	ADS	239.6494019	195.0906806	461.0695198	44.80511151	265.9788392	0	0	0	1	0	0	0	0	0	7	FEMALE	amy	B40					
B-40_07_pass1__489__8.wav	ADS	236.7722939	120.2253071	410.8087079	56.06058441	290.5834008	0	0	0	1	0	0	0	0	0	7	FEMALE	amy	B40					
B-41_09_pass1__142__1.wav	ADS	133.2291535	117.2828862	193.5401974	20.25387125	76.25731115	0	0	0	1	0	0	0	0	0	9	FEMALE	amy	B41					
B-41_09_pass1__142__12.wav	ADS	135.036475	109.4775525	230.4986511	27.01963109	121.0210986	0	0	0	1	0	0	0	0	0	9	FEMALE	amy	B41					
B-41_09_pass1__142__14.wav	ADS	123.5819262	107.3641636	180.1245302	11.77105582	72.76036664	0	0	0	1	0	0	0	0	0	9	FEMALE	amy	B41					
B-41_09_pass1__142__18.wav	ADS	132.2227097	108.2118842	434.1585108	49.56174745	325.9466266	0	0	0	1	0	0	0	0	0	9	FEMALE	amy	B41					
B-41_09_pass1__142__20.wav	ADS	145.8858083	117.8704091	249.6037591	33.5039805	131.73335	0	0	0	1	0	0	0	0	0	9	FEMALE	amy	B41					
B-41_09_pass1__142__3.wav	ADS	139.9852829	94.8363245	201.2706373	26.55024119	106.4343128	0	0	0	1	0	0	0	0	0	9	FEMALE	amy	B41					
B-41_09_pass1__142__31.wav	ADS	174.4272076	131.0499825	221.8323338	21.71416195	90.78235129	1	0	0	0	0	0	0	0	0	9	FEMALE	amy	B41					
B-41_09_pass1__142__33.wav	ADS	130.846059	108.5903899	174.6648511	12.58029565	66.07446115	1	0	0	0	0	0	0	0	0	9	MALE	amy	B41					
B-41_09_pass1__142__5.wav	ADS	135.7820246	109.3834099	209.4272104	24.01497046	100.0438004	0	0	0	1	0	0	0	0	0	9	FEMALE	amy	B41					
B-41_09_pass1__142__8.wav	ADS	165.2233077	107.9751466	246.1758573	39.72851192	138.2007107	0	0	0	1	0	0	0	0	0	9	FEMALE	amy	B41					
B-42_17_pass1__1277_14.wav	CDS	200.2004797	164.8436673	243.8006402	13.69653851	78.95697281	0	0	0	0	0	0	0	0	0	17	FEMALE	giselle	B42					
B-42_17_pass1__1277_7.wav	CDS	190.8860372	116.8619517	262.065602	42.33299596	145.2036503	0	0	0	0	0	1	0	0	0	17	FEMALE	giselle	B42					
B-43_11_pass1__948_1.wav	CDS	221.878655	112.704015	363.8641476	43.14429841	251.1601325	0	0	0	1	0	0	0	0	0	11	FEMALE	giselle	B43					
B-43_11_pass1__948_10.wav	CDS	279.0336755	246.8258979	306.6929623	16.19643565	59.86706448	0	0	0	1	0	0	0	0	0	11	FEMALE	giselle	B43					
B-43_11_pass1__948_14.wav	CDS	249.1551028	102.2101296	499.3335574	131.2217253	397.1234279	0	0	0	0	0	1	0	0	0	11	FEMALE	giselle	B43					
B-43_11_pass1__948_2.wav	CDS	309.5682541	155.4074933	372.1118547	40.62570741	216.7043613	0	0	0	1	0	0	0	0	0	11	FEMALE	giselle	B43					
B-43_11_pass1__948_4.wav	CDS	221.5314576	97.07300713	338.8585436	52.12298522	241.7855365	0	0	0	1	0	1	1	0	0	11	FEMALE	giselle	B43					
B-43_11_pass1__948_6.wav	CDS	203.7236496	165.7159923	265.2754979	25.29571751	99.55950556	0	0	0	0	0	0	1	0	0	11	FEMALE	giselle	B43					
B-43_11_pass1__948_9.wav	CDS	271.7105	177.294093	397.0677631	48.31323384	219.7736701	0	0	0	0	0	1	0	0	0	11	FEMALE	giselle	B43					
B-44_12_pass1__79_10.wav	CDS	369.1079683	152.5721216	634.6323737	132.518124	482.0602521	0	0	0	0	0	0	0	0	1	12	FEMALE	giselle	B44					
B-45_09_pass1__640_31.wav	CDS	259.3517068	173.2086713	562.559113	69.20341444	389.3504417	0	0	0	0	0	0	1	0	0	9	FEMALE	giselle	B45					
B-45_09_pass1__640_33.wav	ADS	246.9969172	143.167446	301.4279278	43.14135213	158.2604818	0	0	0	0	0	0	0	0	0	9	FEMALE	giselle	B45					
B-46_09_pass1__373__1.wav	CDS	244.3354867	170.6581978	418.3671219	68.79248735	247.708924	0	0	0	1	0	0	0	0	0	9	FEMALE	amy	B46					
B-46_09_pass1__373__10.wav	ADS	185.5999588	137.6407633	269.6140243	20.75630889	131.973261	0	0	0	0	0	0	0	0	1	9	MALE	amy	B46					
B-46_09_pass1__373__14.wav	ADS	163.7308178	115.5350266	539.5500192	55.43364004	424.0149926	1	0	0	0	0	0	1	0	0	9	MALE	amy	B46					
B-46_09_pass1__373__15.wav	ADS	234.7149903	183.8872736	268.4625206	23.55197891	84.57524699	0	0	0	1	0	0	0	0	0	9	FEMALE	amy	B46					
B-46_09_pass1__373__16.wav	ADS	252.0284921	145.4258656	325.011879	47.9168448	179.5860134	0	0	0	1	0	0	0	0	0	9	FEMALE	amy	B46					
B-46_09_pass1__373__17.wav	ADS	166.3284564	109.6303102	257.2389325	42.34126073	147.6086223	0	0	0	1	0	0	0	0	0	9	FEMALE	amy	B46					
B-46_09_pass1__373__18.wav	ADS	166.6498983	136.887701	218.7768166	24.28016887	81.88911565	0	0	0	1	0	0	0	0	0	9	FEMALE	amy	B46					
B-46_09_pass1__373__20.wav	ADS	169.8315066	117.542278	292.9999543	33.08794749	175.4576763	0	0	0	1	0	0	0	0	0	9	FEMALE	amy	B46					
B-46_09_pass1__373__22.wav	ADS	204.310595	146.1857531	255.0104825	26.70292199	108.8247294	0	0	0	1	0	0	0	0	0	9	FEMALE	amy	B46					
B-46_09_pass1__373__6.wav	ADS	174.100593	136.2412751	240.6595259	23.95672179	104.4182508	0	0	0	1	0	0	0	0	0	9	FEMALE	amy	B46					
M-101-010002_pass1_546_10.wav	CDS	216.701195	111.531329	463.492214	101.899773	351.960884	0	0	0	0	0	0	1	0	0	12	MALE	giselle	M101					
M-101-010002_pass1_546_21.wav	CDS	196.396095	165.062086	278.903951	23.7723186	113.841865	0	0	0	0	0	0	1	0	0	12	MALE	giselle	M101					
M-101-010002_pass1_546_3.wav	ADS	218.911486	116.560586	302.418661	40.7682746	185.858075	0	0	0	1	0	0	0	0	0	12	MALE	giselle	M101					
M-102-000723_pass1__124__1.wav	CDS	214.3269393	144.5075401	359.9733267	46.30680427	215.4657867	0	0	0	1	0	0	0	0	0	8	FEMALE	amy	M102					
M-102-000723_pass1__124__12.wav	CDS	202.8563995	110.2992476	299.3051345	46.82646127	189.0058869	0	1	0	1	0	0	1	0	0	8	FEMALE	amy	M102					
M-102-000723_pass1__124__15.wav	CDS	247.8455565	158.5586931	560.4910028	60.29276236	401.9323097	1	0	0	0	0	0	0	0	0	8	FEMALE	amy	M102					
M-102-000723_pass1__124__5.wav	CDS	171.6623867	100.2610284	249.9366648	30.30634772	149.6756364	1	0	0	0	0	0	1	0	0	8	FEMALE	amy	M102					
M-102-000723_pass1__124__9.wav	CDS	225.3192818	110.3158856	454.2525227	72.43694347	343.9366372	1	0	0	0	0	0	0	0	0	8	FEMALE	amy	M102					
M-103-010723_pass1__282__15.wav	CDS	262.3440429	187.1605329	482.8996965	62.67246198	295.7391636	0	1	0	0	0	0	0	0	0	20	FEMALE	amy	M103					
M-103-010723_pass1__282__17.wav	CDS	315.9332214	130.0679881	341.4105836	35.50158984	211.3425955	0	0	0	0	0	1	0	0	0	20	FEMALE	amy	M103					
M-103-010723_pass1__282__2.wav	CDS	246.0211429	196.5465437	378.1009488	52.08711814	181.5544051	0	0	1	0	0	0	0	0	0	20	FEMALE	amy	M103					
M-103-010723_pass1__282__4.wav	CDS	266.9585218	240.9004992	280.0764171	12.87541818	39.17591787	0	0	1	0	0	0	0	0	0	20	FEMALE	amy	M103					
M-103-010723_pass1__282__5.wav	CDS	254.1604298	215.4038123	284.6048424	17.68136139	69.20103013	0	0	1	0	0	0	0	0	0	20	FEMALE	amy	M103					
M-103-010723_pass1__282__8.wav	CDS	372.2032802	318.9817819	423.9629665	32.71563517	104.9811846	0	0	0	0	0	1	0	0	0	20	FEMALE	amy	M103					
M-104-010706_pass1__450_1.wav	CDS	281.7331206	158.8119613	461.1302916	78.05917472	302.3183303	0	0	0	0	0	1	0	0	0	19	FEMALE	giselle	M104					
M-104-010706_pass1__450_15.wav	ADS	195.307871	159.7909525	253.4097055	23.48268875	93.61875302	1	0	0	0	0	0	0	0	0	19	FEMALE	giselle	M104					
M-104-010706_pass1__450_18.wav	ADS	258.6780001	169.5288137	414.6715976	50.8568886	245.1427839	0	0	0	0	0	0	0	0	1	19	NA	giselle	M104					
M-104-010706_pass1__450_22.wav	ADS	231.0784865	171.0436815	357.8169893	30.70899498	186.7733077	0	0	0	0	0	0	1	0	0	19	FEMALE	giselle	M104					
M-104-010706_pass1__450_26.wav	ADS	201.6893737	163.4663422	241.3956863	16.00705683	77.92934418	0	0	0	0	0	0	1	0	0	19	FEMALE	giselle	M104					
M-104-010706_pass1__450_30.wav	ADS	214.7398457	170.4970726	300.2299635	21.27590264	129.7328909	0	0	0	0	0	0	0	0	0	19	FEMALE	giselle	M104					
M-106-000426_pass1_342_14.wav	ADS	141.149014	86.42026728	289.393099	41.52977775	202.9728317	1	0	0	0	0	0	0	0	0	5	FEMALE	giselle	M106					
M-107-001008_pass1__453_1.wav	CDS	218.4669113	117.0942371	259.846432	29.02418195	142.752195	0	0	0	0	0	0	1	0	0	10	FEMALE	giselle	M107					
M-107-001008_pass1__453_4.wav	CDS	205.7257444	99.30863024	281.8903408	65.51300081	182.5817105	0	0	0	0	0	0	1	0	0	10	FEMALE	giselle	M107					
M-107-001008_pass1__453_8.wav	CDS	181.9899766	120.5695992	252.9152408	25.33699367	132.3456416	0	0	0	0	0	1	0	0	1	10	FEMALE	giselle	M107					
V-S1MA_pass1__889__13.wav	CDS	318.6546434	171.4879502	455.0431766	85.763601	283.5552264	0	0	0	0	0	0	1	0	0	17	FEMALE	amy	VS1MA					
V-S1MA_pass1__889__16.wav	CDS	252.2370003	125.4796155	327.5038234	44.22814366	202.0242079	0	0	0	0	0	1	0	0	0	17	FEMALE	amy	VS1MA					
V-S1MA_pass1__889__5.wav	CDS	176.8822887	93.61139107	271.3445762	32.6136544	177.7331851	1	0	0	0	0	0	0	0	0	17	MALE	amy	VS1MA					
V-S1RJ_pass1__364__11.wav	CDS	222.9152876	196.8813524	278.6996578	20.22680533	81.81830542	0	0	0	1	0	1	0	0	0	19	FEMALE	amy	VS1RJ					
V-S1RJ_pass1__364__13.wav	CDS	265.3239594	228.0419606	366.0288438	32.14778745	137.9868832	0	0	0	1	0	1	0	0	0	19	FEMALE	amy	VS1RJ					
V-S1RJ_pass1__364__15.wav	CDS	229.9494853	134.4761196	466.6605497	48.37972426	332.1844301	0	0	0	1	0	1	0	0	0	19	FEMALE	amy	VS1RJ					
V-S1RJ_pass1__364__17.wav	CDS	219.4561354	94.64931372	398.6674736	69.5960432	304.0181598	1	0	0	1	0	1	0	0	0	19	FEMALE	amy	VS1RJ					
V-S1RJ_pass1__364__19.wav	CDS	215.2723766	110.7569127	318.8626944	36.06287211	208.1057817	0	0	0	1	0	0	0	0	0	19	FEMALE	amy	VS1RJ					
V-S1RJ_pass1__364__3.wav	CDS	237.5899899	126.957689	323.1018556	35.61783512	196.1441666	0	0	0	1	0	0	0	0	0	19	FEMALE	amy	VS1RJ					
V-S1RJ_pass1__364__7.wav	CDS	225.3032436	185	271.4645501	15.98049485	86.46455011	0	0	0	1	0	1	0	0	0	19	FEMALE	amy	VS1RJ					
V-S1RJ_pass1__364__8.wav	CDS	260.9487755	221.8680775	339.0078469	21.51288779	117.1397694	0	0	0	1	0	1	0	0	0	19	FEMALE	amy	VS1RJ					
V-S1RJ_pass1__364__9.wav	CDS	226.6974916	180.3108892	320.6251345	16.307002	140.3142453	0	0	0	1	0	1	0	0	0	19	FEMALE	amy	VS1RJ					
V-S1VL_pass1__631_1.wav	ADS	229.3913113	149.1438904	407.3778484	69.67013493	258.233958	0	0	0	1	0	0	1	0	0	5	FEMALE	giselle	VS1VL					
V-S1VL_pass1__631_10.wav	ADS	149.0809065	139.6888565	172.353489	9.581247935	32.66463251	0	0	0	1	0	0	0	0	0	5	FEMALE	giselle	VS1VL					
V-S1VL_pass1__631_11.wav	ADS	181.1996461	157.1068594	241.3097478	18.32441135	84.20288833	0	0	0	1	0	0	0	0	0	5	FEMALE	giselle	VS1VL					
V-S1VL_pass1__631_12.wav	ADS	158.2041546	139.8171685	180.7043174	9.730871502	40.88714889	0	0	0	1	0	0	0	0	0	5	FEMALE	giselle	VS1VL					
V-S1VL_pass1__631_14.wav	ADS	191.7221623	127.6166539	409.2664663	62.88174882	281.6498124	0	0	0	1	0	0	0	0	1	5	FEMALE	giselle	VS1VL					
V-S1VL_pass1__631_15.wav	ADS	146.864831	118.6592727	178.0477058	13.15312653	59.38843316	0	0	0	1	0	0	0	0	0	5	FEMALE	giselle	VS1VL					
V-S1VL_pass1__631_17.wav	ADS	176.7814424	152.6184759	242.3370958	18.63998424	89.71861987	1	0	0	0	0	0	1	0	0	5	FEMALE	giselle	VS1VL					
V-S1VL_pass1__631_3.wav	ADS	163.447295	113.0354557	239.1959804	22.08263403	126.1605247	0	0	0	1	0	0	0	0	0	5	FEMALE	giselle	VS1VL					
V-S1VL_pass1__631_5.wav	ADS	155.6987397	88.64867956	199.6580064	27.51046125	111.0093268	0	0	0	1	0	0	0	0	0	5	FEMALE	giselle	VS1VL					
V-S1VL_pass1__631_9.wav	ADS	205.4901778	165.0835937	262.484605	21.6858574	97.40101132	0	0	0	1	0	0	0	0	0	5	FEMALE	giselle	VS1VL					
W-204_pass1__528__1.wav	ADS	198.9228392	159.2329113	257.3366848	21.26019322	98.10377352	0	0	0	1	0	0	0	0	0	3	FEMALE	amy	W204					
W-204_pass1__528__11.wav	CDS	304.6529791	164.0487758	412.5660544	61.87852033	248.5172786	0	0	0	0	0	1	0	0	0	3	FEMALE	amy	W204					
W-204_pass1__528__13.wav	CDS	303.9856792	120	441.6932229	54.64478431	321.6932229	0	0	0	0	0	0	0	0	1	3	FEMALE	amy	W204					
W-204_pass1__528__15.wav	CDS	223.3027115	123.848933	421.3266142	63.40918433	297.4776812	0	0	0	0	0	1	0	0	0	3	FEMALE	amy	W204					
W-204_pass1__528__17.wav	ADS	297.5740106	115.3944987	564.1151979	114.2090716	448.7206992	0	0	0	0	0	1	0	0	0	3	FEMALE	amy	W204					
W-204_pass1__528__23.wav	ADS	199.97724	149.1486511	255.3270206	20.50412272	106.1783695	0	0	0	1	0	0	0	0	0	3	FEMALE	amy	W204					
W-204_pass1__528__25.wav	ADS	205.1512326	141.0412605	274.5789237	28.5814532	133.5376632	0	0	0	1	0	0	0	0	0	3	FEMALE	amy	W204					
W-204_pass1__528__29.wav	ADS	247.5592416	111.9026727	331.5069487	48.22113284	219.604276	0	0	0	0	0	1	0	0	0	3	FEMALE	amy	W204					
W-204_pass1__528__3.wav	ADS	240.7927563	140.6406758	332.1526222	44.53537736	191.5119464	0	0	0	1	0	0	0	0	0	3	FEMALE	amy	W204					
W-204_pass1__528__31.wav	ADS	191.925828	86.5414474	266.4749223	34.03142627	179.9334749	1	0	0	1	0	0	0	0	0	3	FEMALE	amy	W204					
W-204_pass1__528__33.wav	ADS	208.415114	173.1079235	315.4891164	29.25245536	142.3811929	0	0	0	1	0	0	0	0	0	3	FEMALE	amy	W204					
W-204_pass1__528__35.wav	ADS	196.7989307	139.3443649	262.4066349	26.6621177	123.06227	1	0	0	0	0	0	0	0	1	3	FEMALE	amy	W204					
W-204_pass1__528__5.wav	ADS	206.9528807	172.6329251	302.0263002	30.33525101	129.3933751	0	0	0	1	0	0	0	0	0	3	FEMALE	amy	W204					
W-204_pass1__528__7.wav	ADS	240.7866915	167.9425236	290.4085849	31.89334938	122.4660613	0	0	0	0	0	1	1	0	0	3	FEMALE	amy	W204					
W-204_pass1__528__9.wav	CDS	229.4711809	129.9839198	473.6968716	67.10852752	343.7129518	0	0	0	0	0	1	0	0	0	3	FEMALE	amy	W204					
W-340_pass1__581_15.wav	CDS	253.9106846	99.76731368	507.4214087	121.5350419	407.654095	0	0	0	1	0	0	0	0	0	3	MALE	giselle	W340					
W-340_pass1__581_20.wav	ADS	187.339933	95.05218098	601.756678	97.89710404	506.704497	0	0	0	1	0	0	0	0	0	3	MALE	giselle	W340					
W-340_pass1__581_24.wav	ADS	189.1973191	99.99328309	296.0432358	58.38190374	196.0499528	0	0	0	0	0	0	1	0	0	3	MALE	giselle	W340					
W-340_pass1__581_26.wav	ADS	185.5117538	92.78725519	342.267118	70.15538014	249.4798628	0	0	0	1	0	0	0	0	0	3	MALE	giselle	W340					
W-340_pass1__581_28.wav	ADS	134.4708755	102.0363954	252.4790961	30.73488503	150.4427007	0	0	0	1	0	0	0	0	0	3	MALE	giselle	W340					
W-340_pass1__581_30.wav	ADS	174.890322	99.38415754	373.1058657	60.78456437	273.7217081	0	0	0	0	0	0	1	0	0	3	MALE	giselle	W340					
W-340_pass1__581_32.wav	CDS	163.5516136	113.9335653	304.5368825	54.42751563	190.6033172	0	0	0	0	0	0	0	0	1	3	MALE	giselle	W340					
W-340_pass1__581_35.wav	ADS	171.1773109	94.52226594	373.8550208	64.32858273	279.3327549	0	0	0	1	0	0	0	0	0	3	MALE	giselle	W340					
W-340_pass1__581_4.wav	CDS	143.8968442	91.5958121	302.8694157	62.75072489	211.2736036	0	0	0	0	0	0	0	1	0	3	NA	giselle	W340					
W-340_pass1__581_6.wav	CDS	164.4369166	94.78091849	327.0084059	59.21591225	232.2274874	0	0	0	0	0	0	0	0	0	3	MALE	giselle	W340					
W-747_pass1__789_46.wav	ADS	160.7864954	107.0970297	240.1873714	37.45800197	133.0903417	0	0	0	1	0	0	0	0	0	3	MALE	giselle	W747					
W-747_pass1__789_48.wav	ADS	162.4774669	119.2794341	335.8280237	27.7531357	216.5485896	0	0	0	1	0	0	0	0	0	3	MALE	giselle	W747					
W-747_pass1__789_51.wav	ADS	131.4954674	101.2332683	162.9978447	12.89935127	61.76457637	0	0	0	0	0	0	0	0	1	3	MALE	giselle	W747					
W-955_pass1__793_11.wav	CDS	312.4011229	161.0505103	375.7808559	51.77982919	214.7303456	0	1	0	0	0	0	0	0	0	3	FEMALE	giselle	W955					
W-955_pass1__793_13.wav	CDS	242.3487859	117.7161028	470.8818222	88.25362371	353.1657194	0	0	0	0	0	0	0	0	0	3	FEMALE	giselle	W955					
W-955_pass1__793_24.wav	CDS	274.6408141	198.9048636	360.3842326	44.11983023	161.479369	0	0	0	0	0	1	0	0	0	3	FEMALE	giselle	W955					
