"speech_register","seg_id","m","min_pit","max_pit","sd_pit","range_pit"
"IDS","B-01_06_pass1_67_1",179.581582222536,141.167795378797,268.823656534324,21.2766950310964,127.655861155527
"IDS","B-01_06_pass1_67_19",223.577227919623,133.264309301896,352.51801420959,56.2459521954468,219.253704907694
"IDS","B-01_06_pass1_67_22",248.223222965919,154.252883727939,277.657718450281,20.1669566005107,123.404834722342
"IDS","B-01_06_pass1_67_23",190.230221445938,128.397094977005,235.149058346477,27.2666567639921,106.751963369471
"IDS","B-01_06_pass1_67_24",260.645955601848,127.465503775286,357.371875797724,53.4597859695813,229.906372022438
"IDS","B-01_06_pass1_67_28",234.698678624387,177.284096771542,359.73344384339,49.7216844956698,182.449347071848
"IDS","B-01_06_pass1_67_35",214.191910693026,139.461171612446,329.907660181919,30.0231117410659,190.446488569473
"IDS","B-01_06_pass1_67_39",230.376274033841,201.043656407187,310.26636615534,22.1221676248304,109.222709748153
"IDS","B-01_06_pass1_67_45",148.812074592062,119.53347772095,194.963042499848,21.2636147126011,75.4295647788981
"IDS","B-01_06_pass1_67_47",222.183444963763,184.598479199287,285.810163124654,23.0525418286648,101.211683925367
"IDS","B-01_06_pass1_67_49",192.095283726581,98.7726037139247,384.007981174441,78.6452588100686,285.235377460516
"IDS","B-01_06_pass1_67_5",183.875902820111,141.276055700685,236.552464768532,21.2965231965785,95.2764090678472
"IDS","B-01_06_pass1_67_55",200.153054072657,100.956138438549,262.306452071259,38.6824747860553,161.350313632711
"IDS","B-01_06_pass1_67_57",225.440794490386,191.887757397563,257.495407191627,17.1206670917992,65.6076497940643
"IDS","B-01_06_pass1_699_19",255.857219104848,158.234646174047,330.050642057234,46.3454791653128,171.815995883187
"IDS","B-01_06_pass1_699_22",263.252743785284,185.033831695877,420.686959589339,45.4732477913143,235.653127893462
"IDS","B-01_06_pass1_699_31",257.887235405286,219.812564410978,335.416713467902,21.8105439211397,115.604149056923
"IDS","B-01_06_pass1_699_35",225.707112114534,139.383123388561,297.229678773573,30.9319459584195,157.846555385011
"IDS","B-01_06_pass1_699_37",207.247324159584,171.607524025071,243.014381741168,15.3613839617725,71.4068577160972
"IDS","B-01_06_pass1_699_4",196.477522377184,138.382459573497,298.996607285211,27.8173944562605,160.614147711715
"IDS","B-01_06_pass1_699_43",268.757708617783,175.009072425909,514.662268833999,76.715493389677,339.65319640809
"IDS","B-01_06_pass1_699_45",260.209703160956,169.957155430317,354.880271358959,51.956832225454,184.923115928641
"IDS","B-01_06_pass1_699_48",319.802659085673,253.653151918538,354.903367740009,22.5864278016454,101.250215821471
"IDS","B-01_06_pass1_699_49",172.343980920161,139.428195420868,290.557452781992,31.292281088193,151.129257361124
"IDS","B-01_06_pass1_699_51",239.572607559657,110.585182251871,394.707197884366,79.2977068969912,284.122015632494
"IDS","B-01_06_pass1_699_54",290.440447640788,163.20240456336,361.593110292743,58.4487446706426,198.390705729383
"IDS","B-01_06_pass1_699_55",229.596720298743,151.860348505177,335.074488299213,67.2565805337425,183.214139794036
"IDS","B-01_06_pass1_699_58",328.020241149815,220.64614534189,504.122789449231,60.9790591747312,283.476644107341
"IDS","B-01_06_pass1_703_100",303.020355063402,175.831150185367,391.403683017115,69.5155901045539,215.572532831748
"IDS","B-01_06_pass1_703_103",340.517221489944,154.556409845934,607.913269327929,90.7495051233345,453.356859481995
"IDS","B-01_06_pass1_703_106",267.647746548409,109.939851450548,525.11581340112,151.845660565837,415.175961950571
"IDS","B-01_06_pass1_703_115",306.096088092632,122.569177211391,519.137902364763,92.0871806698407,396.568725153372
"IDS","B-01_06_pass1_703_118",338.520875518365,160.785617117097,638.49082465922,151.737627306415,477.705207542123
"IDS","B-01_06_pass1_703_123",277.531184714592,148.042870685174,420.534682470016,76.9183597788685,272.491811784842
"IDS","B-01_06_pass1_703_125",333.367096952244,132.95678622474,514.426241151987,100.119129084667,381.469454927246
"IDS","B-01_06_pass1_703_133",309.052129789637,252.198750389748,437.400679713963,43.4314883212233,185.201929324216
"IDS","B-01_06_pass1_703_135",176.907464555063,89.2494631347852,260.056259311626,39.368593946487,170.806796176841
"IDS","B-01_06_pass1_703_136",173.268582921236,138.952238757703,241.807099300684,21.8220069895906,102.854860542981
"IDS","B-01_06_pass1_703_138",285.637118840116,95.7093184783363,398.749741365837,75.8389022310376,303.040422887501
"IDS","B-01_06_pass1_703_144",218.777120312864,152.860080360263,282.090824610481,39.6433171678991,129.230744250219
"IDS","B-01_06_pass1_703_21",154.940026961455,132.844797911145,178.207343991017,10.1889369704337,45.3625460798718
"IDS","B-01_06_pass1_703_27",180.054094826961,107.808361532004,402.854200092468,69.9585163847463,295.045838560463
"IDS","B-01_06_pass1_703_28",348.493316495532,190.559154237296,482.2214917314,84.7069929749042,291.662337494105
"IDS","B-01_06_pass1_703_3",283.48830076012,159.324110647783,415.39498916707,72.2957389412153,256.070878519287
"IDS","B-01_06_pass1_703_30",193.935910142384,153.199404998122,331.432195111193,44.3847324377597,178.232790113071
"IDS","B-01_06_pass1_703_33",292.12285326724,111.582876130701,539.68415777008,101.237914125186,428.101281639379
"IDS","B-01_06_pass1_703_37",239.983455277159,159.645020895495,442.975817703626,62.5339677731377,283.330796808131
"IDS","B-01_06_pass1_703_46",230.686812629079,142.811512110675,342.780592481885,63.4600757182768,199.96908037121
"IDS","B-01_06_pass1_703_49",294.454407746591,205.167350144427,432.724834388509,67.2172328500575,227.557484244082
"IDS","B-01_06_pass1_703_5",196.088984810476,159.602803126114,244.083336776045,22.0210580930472,84.4805336499317
"IDS","B-01_06_pass1_703_6",170.495900965501,142.001305294576,215.505458255707,17.7367609440013,73.5041529611304
"IDS","B-01_06_pass1_703_63",389.516932038803,196.302760874531,554.112497401973,143.107475467738,357.809736527442
"IDS","B-01_06_pass1_703_66",178.609995391101,109.575752723045,227.261557909806,21.5097663460026,117.685805186761
"IDS","B-01_06_pass1_703_69",220.627416369227,118.355414435602,284.296143479662,33.7647093838506,165.94072904406
"IDS","B-01_06_pass1_703_75",244.826818896929,168.886649440393,480.235182403863,81.3173543842644,311.34853296347
"IDS","B-01_06_pass1_703_77",335.690459860272,216.459912683814,497.490046423501,85.5654708660416,281.030133739687
"IDS","B-01_06_pass1_703_78",180.784089646183,146.965302383004,219.724724767296,16.5932098728562,72.7594223842915
"IDS","B-01_06_pass1_703_79",244.668557331626,177.738728682445,362.517917910988,59.8843307684624,184.779189228543
"IDS","B-01_06_pass1_703_81",297.101639682074,199.309896361127,421.29138257328,48.4432158260889,221.981486212153
"IDS","B-01_06_pass1_703_82",225.584901542466,149.929771377569,359.821824947782,50.6780321129042,209.892053570214
"IDS","B-01_06_pass1_703_83",149.163610917891,110.738647183973,190.008874927776,19.1417387170961,79.2702277438034
"IDS","B-01_06_pass1_703_85",183.154346865187,132.482342179094,261.699113557608,19.3262169740423,129.216771378515
"IDS","B-01_06_pass1_703_88",256.441570143844,98.8823627991094,634.118698982745,109.473734892444,535.236336183636
"IDS","B-01_06_pass1_721_1",184.48449320081,135.300587988057,223.055489388845,11.2953963963294,87.7549014007886
"IDS","B-01_06_pass1_721_12",188.010448586756,145.545180740508,252.480289881366,16.2668474301651,106.935109140858
"IDS","B-01_06_pass1_721_13",233.308096785715,214.296979484077,251.652269954672,9.73045289741043,37.3552904705953
"IDS","B-01_06_pass1_721_14",244.340698967476,177.233219136147,294.090195149045,26.2302788508391,116.856976012898
"IDS","B-01_06_pass1_721_17",231.633537619673,175.839554592162,323.55332046048,30.5496565446115,147.713765868317
"IDS","B-01_06_pass1_721_18",245.949421858987,159.199261933222,282.208348587258,47.6089537476402,123.009086654036
"IDS","B-01_06_pass1_721_19",217.691322223648,178.419655252105,264.216013253122,24.9717599269363,85.7963580010178
"IDS","B-01_06_pass1_721_2",231.471511633412,129.680462104841,318.201804157668,31.2674482397284,188.521342052826
"IDS","B-01_06_pass1_721_25",185.201125023489,150.688798973867,233.501584829367,9.50625556722745,82.8127858555
"IDS","B-01_06_pass1_721_26",214.701854390334,183.065222010984,239.866694035085,18.7273981083587,56.8014720241007
"IDS","B-01_06_pass1_721_27",232.439396314923,198.714534525669,261.635800801266,11.7607362262586,62.921266275597
"IDS","B-01_06_pass1_721_28",220.041510781109,102.462864663559,297.645521007276,64.0736210012213,195.182656343718
"IDS","B-01_06_pass1_721_32",242.179934705231,199.367939055176,294.378208724898,24.8370645732187,95.0102696697225
"IDS","B-01_06_pass1_721_5",245.379185146806,193.441371300049,288.990071996174,22.5050548726835,95.548700696126
"IDS","B-01_06_pass1_721_6",224.788939025196,148.997607327411,317.164532562703,40.1610604773588,168.166925235292
"IDS","B-01_06_pass1_725_16",166.245262328705,144.420485802652,260.010407461469,18.4419777854397,115.589921658818
"IDS","B-01_06_pass1_725_18",192.0625570976,137.41363076661,206.329040727017,13.2062953221162,68.9154099604062
"IDS","B-01_06_pass1_725_20",300.951527024202,221.274311133322,400.894525439905,28.150686761349,179.620214306583
"IDS","B-01_06_pass1_725_22",188.08348059984,107.345160619701,251.305606682167,39.5174848512918,143.960446062467
"IDS","B-01_06_pass1_725_25",167.571746289579,104.809213175464,238.057479216309,17.1277234970585,133.248266040845
"IDS","B-01_06_pass1_725_27",247.029995630706,166.233511737756,327.96114120201,35.3364301329826,161.727629464255
"IDS","B-01_06_pass1_725_3",222.375753036902,182.168465061577,282.159840789138,28.0774210119218,99.9913757275613
"IDS","B-01_06_pass1_725_33",171.831356204122,133.77419241208,241.037692325178,28.5791865251281,107.263499913098
"IDS","B-01_06_pass1_725_35",215.337034497857,178.324852797894,597.505333124253,45.0765294318763,419.180480326359
"IDS","B-01_06_pass1_725_36",293.741035215318,240,306.202529210597,18.8932252489605,66.2025292105968
"IDS","B-01_06_pass1_725_37",212.716833227176,139.711875783044,341.509192228421,37.9941036306464,201.797316445377
"IDS","B-01_06_pass1_725_6",150.293670221915,119.84728787294,217.815006726685,22.2184427944591,97.9677188537449
"IDS","B-01_06_pass1_725_8",163.216437758641,112.025353379443,199.435561498168,15.9881678514965,87.4102081187249
"IDS","B-01_06_pass1_727_15",334.722857941286,158.699372421838,632.552806747758,131.822312093913,473.85343432592
"IDS","B-01_06_pass1_727_20",235.540385432605,111.278622045557,390.277130140994,63.2682191232713,278.998508095437
"IDS","B-01_06_pass1_727_21",180.623210609659,135.080463299144,245.705468041832,28.6906407344345,110.625004742688
"IDS","B-01_06_pass1_727_22",213.409204037937,149.270880522718,444.182870949118,67.6628807284745,294.9119904264
"IDS","B-01_06_pass1_727_23",240.661674166105,153.201059403159,367.317460941502,81.8347337854844,214.116401538343
"IDS","B-01_06_pass1_727_24",289.449963261308,129.104691619391,422.220269986619,69.8309511151423,293.115578367227
"IDS","B-01_06_pass1_727_28",265.154672548114,99.5962611294087,424.321518475471,79.4135129685057,324.725257346063
"IDS","B-01_06_pass1_727_32",204.929701339729,148.88787631253,286.37930574173,35.4830984109727,137.4914294292
"IDS","B-01_06_pass1_727_33",206.365944094199,117.922928627671,240.48020186271,33.4489691451909,122.55727323504
"IDS","B-01_06_pass1_727_34",216.989116339668,130.038789454468,326.772161309068,38.7740354430793,196.7333718546
"IDS","B-01_06_pass1_727_38",216.875595695818,126.386905344489,301.650674060591,29.5734194459052,175.263768716102
"IDS","B-01_06_pass1_727_4",290.022019959038,150.940939623443,380.205404321855,64.4468649340136,229.264464698412
"IDS","B-01_06_pass1_727_40",235.04174854932,138.039216184514,313.754140796789,39.3929502449182,175.714924612275
"IDS","B-01_06_pass1_727_6",159.530148818463,120.592308590145,217.338699934196,26.4172418609968,96.7463913440515
"IDS","B-01_06_pass1_727_7",217.491871075942,122.489619034926,334.322912425248,64.7574985411277,211.833293390322
"IDS","B-01_06_pass1_727_8",164.656012682081,128.639144858478,275.954063642816,33.8919872732256,147.314918784339
"IDS","B-01_06_pass1_727_9",272.223341248509,155.841250334384,502.897872513627,100.867376057017,347.056622179244
"IDS","B-01_06_pass1_80_1",143.077342792819,89.8956419779637,314.876604272903,47.93221302341,224.98096229494
"IDS","B-01_06_pass1_80_105",208.850033823441,157.250021537438,273.158014327689,22.9067186727579,115.907992790251
"IDS","B-01_06_pass1_80_107",234.037085707616,155.47493265004,421.23883526882,68.4477341014876,265.763902618779
"IDS","B-01_06_pass1_80_108",180.078566606776,144.641226334185,283.601943281214,43.0430368808416,138.960716947028
"IDS","B-01_06_pass1_80_109",239.810984226492,160.505907854846,287.88142522181,46.3369648634852,127.375517366964
"IDS","B-01_06_pass1_80_111",172.621556919875,145.723594964121,326.189554963754,41.4254885187792,180.465959999633
"IDS","B-01_06_pass1_80_119",231.385153664629,154.271927189289,322.71443962301,45.2647315303576,168.44251243372
"IDS","B-01_06_pass1_80_15",213.76382542717,132.743738458855,321.729849328755,58.8143116575805,188.9861108699
"IDS","B-01_06_pass1_80_22",255.627485409152,160.011970880633,436.977305390003,65.862186366349,276.96533450937
"IDS","B-01_06_pass1_80_27",267.377289088737,118.702733277166,441.791555331568,84.1917568844382,323.088822054403
"IDS","B-01_06_pass1_80_3",182.861651238971,98.1719403805508,364.715545048969,53.6745308601967,266.543604668418
"IDS","B-01_06_pass1_80_33",194.384310736343,130.673545507109,380.497004316156,66.4434074971204,249.823458809047
"IDS","B-01_06_pass1_80_37",187.003849336657,144.850249511811,225.293279580288,22.7761139476392,80.4430300684767
"IDS","B-01_06_pass1_80_39",250.549915654763,109.541973172862,441.714214406479,87.9535491170665,332.172241233617
"IDS","B-01_06_pass1_80_40",196.919328334914,132.618539281246,348.740336249217,40.4162839624791,216.121796967971
"IDS","B-01_06_pass1_80_41",226.837811966698,159.465176741258,365.887673560491,62.2278349608218,206.422496819233
"IDS","B-01_06_pass1_80_42",204.313779669187,143.492514225782,250.809481854174,25.1802439579759,107.316967628393
"IDS","B-01_06_pass1_80_43",198.368001967558,99.9928753029555,222.289481565023,23.2405476199299,122.296606262068
"IDS","B-01_06_pass1_80_44",182.36794865427,140.062038603382,268.543632589509,23.5368766518493,128.481593986126
"IDS","B-01_06_pass1_80_46",217.104239373338,123.722984329083,389.962117737726,48.0873063260877,266.239133408643
"IDS","B-01_06_pass1_80_48",199.322353616675,159.937733433119,315.531003902923,37.7261416985983,155.593270469804
"IDS","B-01_06_pass1_80_50",192.209584576135,124.455493837424,301.543275085015,40.237948337196,177.087781247591
"IDS","B-01_06_pass1_80_52",206.357883649532,126.057255253879,330.750920899798,55.6289284943975,204.693665645919
"IDS","B-01_06_pass1_80_54",178.325219653373,85.563345885211,450.692777216247,83.7222858461524,365.129431331036
"IDS","B-01_06_pass1_80_56",253.6678336702,147.777212115502,365.882810101956,52.7592598330531,218.105597986454
"IDS","B-01_06_pass1_80_73",173.679673309713,143.984084932114,239.033656856825,18.929417549163,95.049571924711
"IDS","B-01_06_pass1_80_77",195.212948151585,139.921321404604,320.87469303647,50.2721639600851,180.953371631866
"IDS","B-01_06_pass1_80_86",204.891190205283,132.125570647303,447.4611614622,77.0570200428705,315.335590814897
"IDS","B-01_06_pass1_80_88",171.528578925122,129.338557595376,241.351793358741,22.3931223456613,112.013235763365
"IDS","B-01_06_pass1_80_89",219.537391473289,139.418193273591,502.029483387776,98.5597966431171,362.611290114184
"IDS","B-01_06_pass1_80_90",238.515164594943,123.54435112623,598.923747013208,137.811311162293,475.379395886979
