file	register	m_pitch	min_pit	max_pit	sd_pit	range_pit	convo	comfort	sing	inform	read	imperative	question	vocalplay	noisy	age	adu_gender	coder	ID	chi_gender									
B-39_10_pass1_1083_22	IDS	172.149364	153.89673	189.468047	9.14200878	35.5713163	0	0	1	0	0	0	0	0	0	10	male	amy	B-39	female									
B-39_10_pass1_1083_24	IDS	178.034638	139.690038	303.050835	23.6163808	163.360797	0	0	1	0	0	0	0	0	0	10	male	amy	B-39	female									
B-39_10_pass1_1083_25	IDS	170.234611	143.843555	183.430607	9.05956249	39.5870512	0	0	1	0	0	0	0	0	0	10	male	amy	B-39	female									
B-39_10_pass1_1083_26	IDS	160.940841	102.339221	202.006995	17.6272863	99.6677739	0	0	1	0	0	0	0	0	0	10	male	amy	B-39	female									
B-39_10_pass1_1083_3	ADS	213.322546	177.038012	247.199593	18.6365835	70.1615809	0	0	0	1	0	0	0	0	0	10	female	amy	B-39	female									
B-39_10_pass1_1083_4	ADS	181.926964	117.141624	279.570049	40.1372596	162.428425	0	0	0	1	0	0	0	0	0	10	male	amy	B-39	female									
B-39_10_pass1_1083_5	ADS	211.591933	117.117535	313.50888	55.8731246	196.391344	1	0	0	0	0	0	0	0	0	10	female	amy	B-39	female									
B-39_10_pass1_1083_6	ADS	160.401353	118.48523	275.191344	26.2069034	156.706114	1	0	0	1	0	0	0	0	0	10	male	amy	B-39	female									
B-39_10_pass1_1083_8	ADS	167.042503	121.219664	300.751841	39.7512426	179.532177	0	0	0	1	0	0	0	0	1	10	female	amy	B-39	female									
B-15_06_pass1_778_1	IDS	200.968083	117.443359	298.749621	39.487201	181.306262	0	0	0	0	0	0	0	0	1	6	male	amy	B-15	male									
B-15_06_pass1_778_11	IDS	174.118278	114.74818	265.885715	46.763347	151.137535	1	0	0	0	0	0	0	0	0	6	male	amy	B-15	male									
B-15_06_pass1_778_13	IDS	240.630231	147.343886	456.033403	61.0889283	308.689517	1	0	0	0	0	0	0	0	0	6	male	amy	B-15	male									
B-15_06_pass1_778_15	IDS	161.419582	119.553602	218.765253	24.6036257	99.2116514	0	0	0	1	0	0	0	0	0	6	male	amy	B-15	male									
B-15_06_pass1_778_17	IDS	189.330949	136.907902	241.331317	23.8439939	104.423415	0	0	0	0	1	0	0	0	0	6	male	amy	B-15	male									
B-15_06_pass1_778_19	IDS	146.814918	101.970574	196.966208	24.1347741	94.9956348	0	0	0	0	1	0	0	0	0	6	male	amy	B-15	male									
B-15_06_pass1_778_2	IDS	229.726178	124.53247	360.853859	72.8926912	236.321389	0	0	0	0	0	1	0	0	0	6	male	amy	B-15	male									
B-15_06_pass1_778_21	IDS	173.070982	118.927568	319.426614	39.7780786	200.499046	0	0	0	0	1	0	0	0	0	6	male	amy	B-15	male									
B-15_06_pass1_778_22	IDS	190.15705	114.300067	256.959081	45.4350451	142.659013	0	0	0	0	1	0	0	0	0	6	male	amy	B-15	male									
B-15_06_pass1_778_23	IDS	153.380105	99.5207984	201.67223	29.4354165	102.151432	0	0	0	0	1	0	0	0	0	6	male	amy	B-15	male									
B-15_06_pass1_778_25	IDS	151.676248	110.27099	228.438634	33.3801057	118.167644	0	0	0	0	1	0	0	0	0	6	male	amy	B-15	male									
B-15_06_pass1_778_27	IDS	181.421912	100.705102	348.316182	41.0259011	247.61108	0	0	0	0	1	0	0	0	0	6	male	amy	B-15	male									
B-15_06_pass1_778_28	IDS	164.638276	99.3074468	218.788068	35.9739276	119.480621	0	0	0	0	1	0	0	0	0	6	male	amy	B-15	male									
B-15_06_pass1_778_29	IDS	163.217217	102.312204	268.315425	44.5512573	166.003222	0	0	0	0	1	0	0	0	0	6	male	amy	B-15	male									
B-15_06_pass1_778_3	IDS	173.424563	117.985735	246.052274	31.247992	128.066539	0	0	0	0	0	1	0	0	0	6	male	amy	B-15	male									
B-15_06_pass1_778_31	IDS	174.324393	105.50906	346.056683	52.4392948	240.547624	0	0	0	0	1	0	0	0	0	6	male	amy	B-15	male									
B-15_06_pass1_778_33	IDS	165.86784	123.435391	252.600391	27.9669801	129.164999	0	0	0	0	1	0	0	0	0	6	male	amy	B-15	male									
B-15_06_pass1_778_36	IDS	202.297711	127.329783	340.594658	36.5208106	213.264874	0	0	0	0	1	0	0	0	0	6	male	amy	B-15	male									
B-15_06_pass1_778_37	IDS	143.382276	118.218363	182.197296	15.7954311	63.9789334	0	0	0	0	1	0	0	0	0	6	male	amy	B-15	male									
B-15_06_pass1_778_38	IDS	172.746763	116.987839	300.004547	50.1119521	183.016708	0	0	0	0	1	0	0	0	0	6	male	amy	B-15	male									
B-15_06_pass1_778_39	IDS	158.431131	107.800329	203.200408	18.6154905	95.4000786	0	0	0	0	1	0	0	0	0	6	male	amy	B-15	male									
B-15_06_pass1_778_41	IDS	156.054771	99.4222535	284.293216	31.8265416	184.870963	0	0	0	0	1	0	0	0	0	6	male	amy	B-15	male									
B-15_06_pass1_778_5	IDS	175.624031	123.958547	219.619526	27.756772	95.6609786	0	0	0	1	0	0	0	0	0	6	male	amy	B-15	male									
B-15_06_pass1_778_6	IDS	198.645945	122.029354	398.02965	61.9889832	276.000297	0	0	0	1	0	0	0	0	0	6	male	amy	B-15	male									
B-15_06_pass1_778_9	IDS	200.027387	148.028366	359.393228	36.8404106	211.364863	1	0	0	0	0	0	1	0	0	6	male	amy	B-15	male									
M-107-001008_pass1_426_11	ADS	106.793505	99.2725123	149.480633	8.71082805	50.2081204	0	0	0	0	0	0	1	0	0	10	male	amy	M-107	female									
W-848_pass1_1105_1	ADS	133.448228	106.071639	144.739194	10.5730708	38.667555	0	0	0	1	0	0	1	0	0	3	female	amy	W-848	male									
W-848_pass1_1105_12	ADS	212.526013	119.732523	310.883498	52.630462	191.150975	1	0	0	0	0	0	0	0	0	3	female	amy	W-848	male									
W-848_pass1_1105_14	ADS	191.750954	134.738227	300.302602	27.3878618	165.564375	0	0	0	0	0	0	1	0	1	3	male	amy	W-848	male									
W-848_pass1_1105_2	ADS	158.289854	142.801925	170.694639	4.66183561	27.8927142	0	0	0	1	0	0	0	0	0	3	female	amy	W-848	male									
W-848_pass1_1105_20	ADS	262.300464	133.814517	390.668484	65.5185535	256.853967	1	0	0	1	0	0	0	0	0	3	male	amy	W-848	male									
W-848_pass1_1105_22	ADS	152.588968	113.737215	212.032878	21.4900849	98.2956627	0	0	0	1	0	0	0	0	0	3	male	amy	W-848	male									
W-848_pass1_1105_24	ADS	261.076716	214.246724	511.357733	57.9170159	297.111009	0	0	0	0	0	1	0	0	0	3	male	amy	W-848	male									
W-848_pass1_1105_3	ADS	159.764551	159.139608	161.387262	0.46404807	2.24765407	0	0	0	1	0	0	0	0	1	3	female	amy	W-848	male									
W-848_pass1_1105_5	ADS	122.820744	119.539687	140.361143	5.65379162	20.8214563	0	0	0	1	0	0	0	0	0	3	male	amy	W-848	male									
W-848_pass1_1105_7	ADS	227.263357	124.571336	300.231881	35.3227763	175.660545	0	0	0	1	0	0	0	0	0	3	female	amy	W-848	male									
W-955_pass1_640_1	IDS	317.265089	190.5242	616.989599	112.981694	426.465399	0	0	0	0	0	0	0	0	1	3	female	amy	W-955	male									
W-955_pass1_640_11	IDS	320.046616	177.760074	481.659384	80.4785008	303.899311	0	0	0	1	0	1	0	0	0	3	female	amy	W-955	male									
W-955_pass1_640_21	IDS	216.853081	169.095524	251.714546	21.8593594	82.6190221	0	0	0	1	0	0	0	0	0	3	female	amy	W-955	male									
W-955_pass1_640_23	IDS	207.795547	177.592722	260.48051	22.1972227	82.8877873	0	0	0	1	0	0	0	0	0	3	female	amy	W-955	male									
W-955_pass1_640_25	IDS	298.829008	116.886264	517.739637	50.2732475	400.853374	1	0	0	0	0	0	1	0	0	3	female	amy	W-955	male									
W-955_pass1_640_27	IDS	320.721054	141.709325	598.160441	115.106458	456.451116	0	0	0	1	0	1	0	0	0	3	female	amy	W-955	male									
W-955_pass1_640_32	IDS	241.971722	152.472514	592.407631	94.5135464	439.935117	0	0	0	1	0	0	0	0	0	3	female	amy	W-955	male									
W-955_pass1_640_35	IDS	220.480048	103.630435	279.874795	39.5897817	176.24436	1	0	0	0	0	0	1	0	0	3	female	amy	W-955	male									
W-955_pass1_640_39	IDS	248.18532	153.997634	354.124949	43.1724445	200.127316	0	0	0	1	0	0	0	0	0	3	female	amy	W-955	male									
W-955_pass1_640_44	IDS	374.810642	252.091578	613.174721	121.246275	361.083143	1	0	0	0	0	0	0	0	0	3	female	amy	W-955	male									
W-955_pass1_640_50	IDS	278.546308	179.362894	407.482237	32.4136906	228.119343	1	0	0	0	0	0	1	0	0	3	female	amy	W-955	male									
B-22_16_pass1_106_11	IDS	164.770812	131.887515	260.546924	14.6381648	128.659409	0	0	1	0	0	0	0	0	0	16	male	amy	B-22	female									
B-22_16_pass1_106_5	IDS	137.449207	109.83586	208.481706	13.6966764	98.645846	0	0	1	0	0	0	0	0	0	16	male	amy	B-22	female									
B-22_16_pass1_106_7	IDS	168.411829	133.559241	250.080072	19.977251	116.520831	0	0	1	0	0	0	0	0	0	16	male	amy	B-22	female									
B-22_16_pass1_106_9	IDS	137.190784	119.91629	159.999696	7.2525473	40.0834056	0	0	1	0	0	0	0	0	0	16	male	amy	B-22	female									
B-25_15_pass1_345_14	IDS	226.685182	168.997486	361.641982	35.2637956	192.644497	0	0	0	1	0	0	0	0	0	15	female	amy	B-25	male									
B-25_15_pass1_345_7	IDS	231.384836	146.808181	386.112271	36.2868607	239.30409	0	0	0	1	0	0	0	0	0	15	female	amy	B-25	male									
M-102-000723_pass1_1455_11	IDS	243.032039	179.643018	322.391891	29.2688579	142.748873	0	0	0	1	0	0	0	0	0	8	female	amy	M-102	female									
M-102-000723_pass1_1455_15	IDS	248.436823	191.966362	322.405777	33.1099875	130.439415	0	0	0	0	0	0	1	0	0	8	female	amy	M-102	female									
M-102-000723_pass1_1455_20	IDS	249.31438	180.936079	413.446315	35.862157	232.510235	0	0	0	1	0	0	0	0	0	8	female	amy	M-102	female									
M-102-000723_pass1_1455_22	IDS	251.360822	99.2509232	366.347539	47.8896464	267.096615	0	0	0	1	0	0	0	0	0	8	female	amy	M-102	female									
M-102-000723_pass1_1455_24	IDS	256.037663	184.278836	436.997463	39.6912096	252.718627	0	0	0	1	0	1	0	0	0	8	female	amy	M-102	female									
M-102-000723_pass1_1455_9	IDS	234.465685	100.232505	350.428611	69.7555594	250.196106	0	0	0	1	0	0	0	0	0	8	female	amy	M-102	female									
B-04_14_pass1_441_3	IDS	286.086883	159.49819	526.012428	67.8451491	366.514238	0	0	0	0	0	0	0	1	0	14	female	amy	B-04	male									
M-101-010002_pass1_527_1	ADS	122.553936	93.9170728	200.24606	24.7481852	106.328988	0	0	0	1	0	0	0	0	0	12	male	amy	M-101	male									
M-101-010002_pass1_527_3	ADS	158.693811	91.6004356	402.050195	72.9507525	310.449759	0	0	0	1	0	0	0	0	0	12	male	amy	M-101	male									
M-101-010002_pass1_527_9	ADS	265.088652	216.188966	384.618977	36.614263	168.430011	0	0	0	1	0	0	0	0	0	12	female	amy	M-101	male									
B-28_10_pass1_735_14	IDS	206.745091	111.740119	469.349633	95.3471441	357.609515	0	0	0	0	0	0	1	0	0	10	male	amy	B-28	female									
B-18_10_pass1_168_1	IDS	193.194405	90.8171785	341.318366	75.9870486	250.501187	0	0	0	0	0	1	0	0	0	10	female	amy	B-18	male									
B-18_10_pass1_168_18	ADS	237.917287	158.174279	399.81853	62.117761	241.644251	1	0	0	1	0	0	0	0	0	10	female	amy	B-18	male									
B-18_10_pass1_168_25	IDS	219.939739	150.000805	603.523876	107.659677	453.523071	1	0	0	1	0	0	0	0	0	10	female	amy	B-18	male									
B-19_12_pass1_636_1	IDS	193.317066	121.771791	276.173804	35.2027984	154.402014	0	0	0	0	1	0	0	0	0	12	male	amy	B-19	female									
B-19_12_pass1_636_12	IDS	203.162913	95.921903	458.600576	68.0682572	362.678673	1	0	0	0	0	0	1	0	0	12	male	amy	B-19	female									
B-19_12_pass1_636_13	IDS	175.927808	142.483009	201.90992	17.1868466	59.4269102	0	0	0	0	0	0	1	0	0	12	male	amy	B-19	female									
B-19_12_pass1_636_15	ADS	199.562185	119.68153	384.795612	46.684158	265.114082	0	0	0	1	0	0	0	0	0	12	female	amy	B-19	female									
B-19_12_pass1_636_17	ADS	156.54708	114.437059	246.3365	27.9322545	131.899441	0	0	0	1	0	0	0	0	0	12	male	amy	B-19	female									
B-19_12_pass1_636_19	ADS	190.782351	126.887382	355.181096	51.5331946	228.293714	1	0	0	0	0	0	0	0	0	12	male	amy	B-19	female									
B-19_12_pass1_636_2	IDS	168.982906	102.230447	322.325886	41.3423097	220.095439	1	0	0	0	1	0	0	0	0	12	male	amy	B-19	female									
B-19_12_pass1_636_21	ADS	198.393107	99.6802706	441.135682	55.7711838	341.455412	1	0	0	1	0	0	1	0	0	12	male	amy	B-19	female									
B-19_12_pass1_636_22	ADS	181.782492	139.207036	231.263669	23.2023844	92.0566326	0	0	0	1	0	0	0	0	0	12	male	amy	B-19	female									
B-19_12_pass1_636_23	ADS	290.784864	142.216619	616.190555	165.900232	473.973936	1	0	0	1	0	0	0	0	0	12	male	amy	B-19	female									
B-19_12_pass1_636_24	ADS	155.809939	119.822727	208.716364	21.6525312	88.8936366	0	0	0	1	0	0	0	0	0	12	male	amy	B-19	female									
B-19_12_pass1_636_27	ADS	126.901304	102.961113	174.634381	14.3808816	71.6732681	1	0	0	1	0	0	0	0	0	12	male	amy	B-19	female									
B-19_12_pass1_636_29	ADS	176.180371	96.0593824	449.002673	76.8691483	352.943291	1	0	0	1	0	0	0	0	0	12	male	amy	B-19	female									
B-19_12_pass1_636_31	ADS	163.343902	84.0398745	220.051857	37.8572935	136.011982	0	0	0	1	0	0	0	0	0	12	male	amy	B-19	female									
B-19_12_pass1_636_32	ADS	217.929885	99.1730438	421.373732	43.5027631	322.200688	0	0	0	1	0	0	0	0	0	12	female	amy	B-19	female									
B-19_12_pass1_636_4	IDS	156.93528	120.419843	202.962681	19.8043468	82.542838	0	0	0	0	0	0	0	0	1	12	male	amy	B-19	female									
B-12_13_pass1_196_1	IDS	267.447821	156.81897	418.398824	60.2786343	261.579854	0	0	0	1	0	1	0	0	0	13	female	amy	B-12	male									
B-12_13_pass1_196_16	IDS	237.626252	169.71019	301.623294	36.7884247	131.913104	0	0	0	1	0	0	0	0	0	13	female	amy	B-12	male									
B-12_13_pass1_196_17	IDS	235.897689	159.44747	314.114002	36.4001021	154.666531	0	0	0	1	0	0	0	0	0	13	female	amy	B-12	male									
B-12_13_pass1_196_19	IDS	286.327255	157.347507	366.414936	57.2281726	209.067429	0	0	0	0	0	1	0	0	0	13	female	amy	B-12	male									
B-12_13_pass1_196_2	IDS	271.189191	201.779577	351.051351	33.6040328	149.271774	0	0	0	0	0	1	0	0	0	13	female	amy	B-12	male									
B-12_13_pass1_196_21	IDS	228.725089	103.007433	291.285576	35.5915927	188.278143	1	0	0	1	0	1	0	0	0	13	female	amy	B-12	male									
B-12_13_pass1_196_23	IDS	210.723521	138.519849	318.527903	56.7147572	180.008054	0	0	0	0	0	1	0	0	0	13	female	amy	B-12	male									
B-12_13_pass1_196_27	IDS	258.337547	117.557909	383.174428	78.1634384	265.616518	0	0	0	0	0	1	0	0	0	13	female	amy	B-12	male									
B-12_13_pass1_196_28	IDS	254.898282	149.224019	588.778387	107.15647	439.554368	0	0	0	0	0	1	0	0	0	13	female	amy	B-12	male									
B-12_13_pass1_196_3	IDS	246.417889	193.40071	289.366359	24.4898593	95.9656498	0	0	0	1	0	0	0	0	0	13	female	amy	B-12	male									
B-12_13_pass1_196_32	IDS	265.171715	167.219263	358.283357	50.0160642	191.064094	1	0	0	1	0	0	0	0	0	13	female	amy	B-12	male									
B-12_13_pass1_196_35	IDS	211.147212	177.059144	257.178078	24.25741	80.1189345	0	0	0	0	0	0	0	0	0	13	female	amy	B-12	male									
B-12_13_pass1_196_37	IDS	177.338084	96.7151024	238.057804	41.1665939	141.342702	0	0	0	0	0	0	0	0	0	13	female	amy	B-12	male									
B-12_13_pass1_196_39	IDS	286.317863	115.216522	479.405994	76.1314378	364.189472	1	0	0	1	0	0	0	0	0	13	female	amy	B-12	male									
B-12_13_pass1_196_41	IDS	216.36499	145.410586	260.115583	24.474356	114.704997	0	0	0	1	0	0	0	0	0	13	female	amy	B-12	male									
B-12_13_pass1_196_43	IDS	217.704148	170.91309	250.512216	18.1392283	79.5991261	0	0	0	1	0	0	0	0	0	13	female	amy	B-12	male									
B-12_13_pass1_196_48	IDS	232.877419	140.162183	343.227673	45.3922418	203.065491	0	0	0	0	0	0	1	0	0	13	female	amy	B-12	male									
B-12_13_pass1_196_6	IDS	306.046188	139.362008	491.452567	117.929178	352.090559	0	0	0	0	0	1	0	0	0	13	female	amy	B-12	male									
B-12_13_pass1_196_9	IDS	280.866322	179.603216	361.792038	58.3290652	182.188822	0	0	0	0	0	0	0	0	1	13	female	amy	B-12	male									
B-16_16_pass1_522_1	IDS	304.124286	178.645118	435.870353	95.0226508	257.225235	1	0	0	0	0	0	1	0	0	16	female	amy	B-16	male									
B-16_16_pass1_522_11	IDS	221.213553	199.182235	261.687444	18.3192319	62.5052088	0	0	0	0	0	1	1	0	0	16	female	amy	B-16	male									
B-16_16_pass1_522_13	IDS	206.191237	98.263267	314.5049	47.435435	216.241633	0	0	0	1	0	0	0	0	0	16	female	amy	B-16	male									
B-16_16_pass1_522_15	IDS	188.219863	97.5295527	262.379415	40.0303296	164.849863	1	0	0	1	0	0	0	0	0	16	female	amy	B-16	male									
B-16_16_pass1_522_4	IDS	252.954037	209.380447	303.316052	23.843914	93.9356058	0	0	0	0	0	0	1	0	0	16	female	amy	B-16	male									
B-16_16_pass1_522_6	IDS	165.254409	112.55624	239.46085	39.974334	126.90461	0	0	0	1	0	0	0	0	0	16	female	amy	B-16	male									
B-27_14_pass1_223_21	IDS	242.409265	115.40255	484.168854	103.095525	368.766304	0	0	0	0	0	1	1	0	0	14	female	amy	B-27	male									
B-27_14_pass1_223_28	IDS	271.571751	110.968446	517.525744	124.970014	406.557298	0	0	0	0	0	0	1	0	0	14	female	amy	B-27	male									
B-27_14_pass1_223_30	IDS	263.818889	116.235149	529.610814	111.573589	413.375665	0	0	0	0	0	0	1	0	0	14	female	amy	B-27	male									
B-27_14_pass1_223_32	IDS	252.851713	112.24618	318.707744	65.6100187	206.461564	1	0	0	0	0	0	0	0	0	14	female	amy	B-27	male									
B-27_14_pass1_223_37	IDS	188.954518	109.525354	322.235865	58.1437002	212.710511	0	0	0	0	0	0	0	0	1	14	female	amy	B-27	male									
B-27_14_pass1_223_4	IDS	215.998144	118.200605	293.89346	43.7228318	175.692855	0	0	0	0	0	0	1	0	0	14	female	amy	B-27	male									
B-27_14_pass1_223_46	IDS	166.90558	117.017144	273.093311	58.1698951	156.076168	0	0	1	0	0	0	0	0	0	14	female	amy	B-27	male									
B-27_14_pass1_223_48	IDS	194.418041	116.369484	340.805872	85.3269862	224.436388	0	0	1	0	0	0	0	0	0	14	female	amy	B-27	male									
B-27_14_pass1_223_49	IDS	249.651425	232.638964	257.786244	4.42030957	25.1472802	0	0	1	0	0	0	0	0	0	14	female	amy	B-27	male									
B-27_14_pass1_223_51	IDS	234.147038	115.875443	303.991348	41.8374179	188.115906	0	0	1	0	0	0	0	0	0	14	female	amy	B-27	male									
B-27_14_pass1_223_57	IDS	206.501269	113.30522	295.044994	60.7306661	181.739773	0	0	1	0	0	0	0	0	0	14	female	amy	B-27	male									
B-27_14_pass1_223_59	IDS	152.161198	117.092164	204.173164	34.8577396	87.0810003	0	0	0	0	0	1	0	0	0	14	female	amy	B-27	male									
B-27_14_pass1_223_61	IDS	182.460704	116.289959	449.489825	65.310113	333.199866	0	0	0	0	0	1	0	0	0	14	female	amy	B-27	male									
B-27_14_pass1_223_63	IDS	166.001225	119.301518	229.027456	45.4342245	109.725938	0	0	0	0	0	1	0	0	0	14	female	amy	B-27	male									
W-747_pass1_289_1	IDS	215.153256	164.78104	328.346854	28.6024636	163.565814	0	0	0	0	1	0	0	0	0	3	female	amy	W-747	male									
W-747_pass1_289_13	IDS	190.513226	116.861838	278.161141	30.7874272	161.299304	0	0	0	0	1	0	0	0	0	3	female	amy	W-747	male									
W-747_pass1_289_16	IDS	214.299576	120	275.727644	34.3774143	155.727644	0	0	0	0	1	0	0	0	0	3	female	amy	W-747	male									
W-747_pass1_289_18	IDS	181.767261	142.303714	266.524269	20.2649442	124.220554	0	0	0	0	1	0	0	0	0	3	female	amy	W-747	male									
W-747_pass1_289_20	IDS	193.430223	106.922467	319.202381	61.2057708	212.279914	0	0	0	0	1	0	0	0	0	3	female	amy	W-747	male									
W-747_pass1_289_22	IDS	187.681771	108.085919	319.307362	32.983746	211.221443	0	0	0	0	1	0	0	0	0	3	female	amy	W-747	male									
W-747_pass1_289_24	IDS	198.701094	118.487153	252.064197	27.045309	133.577044	0	0	0	0	1	0	0	0	0	3	female	amy	W-747	male									
W-747_pass1_289_27	IDS	214.552023	160.729318	412.619944	55.7347115	251.890626	0	0	0	0	1	0	0	0	0	3	female	amy	W-747	male									
W-747_pass1_289_3	IDS	228.05102	165.089471	360.653669	44.8978314	195.564199	0	0	0	0	1	0	0	0	0	3	female	amy	W-747	male									
W-747_pass1_289_6	IDS	201.218975	114.783904	293.178495	38.8468717	178.394591	0	0	0	0	1	0	0	0	0	3	female	amy	W-747	male									
W-747_pass1_289_8	IDS	222.297837	160.156796	346.048426	36.0193501	185.89163	0	0	0	0	1	0	0	0	0	3	female	amy	W-747	male									
W-747_pass1_289_9	IDS	180.626986	92.0927782	261.302351	34.291315	169.209573	0	0	0	0	1	0	0	0	0	3	female	amy	W-747	male									
B-01_06_pass1_488_1	ADS	148.277135	100.105724	319.898595	40.5473097	219.792872	1	0	0	1	0	0	1	0	0	6	male	amy	B-01	female									
B-01_06_pass1_488_10	ADS	147.37952	111.835647	300.381988	31.271427	188.546341	0	0	0	1	0	0	0	0	0	6	male	amy	B-01	female									
B-01_06_pass1_488_12	ADS	143.466319	115.643044	225.746342	19.7706419	110.103299	1	0	0	1	0	0	1	0	0	6	male	amy	B-01	female									
B-01_06_pass1_488_13	ADS	188.941946	125.465414	269.261214	25.7586546	143.795801	1	0	0	0	0	0	1	0	0	6	female	amy	B-01	female									
B-01_06_pass1_488_15	ADS	191.35319	177.181538	262.329406	14.4102244	85.1478689	0	0	0	1	0	0	1	0	0	6	female	amy	B-01	female									
B-01_06_pass1_488_18	ADS	212.389196	141.573567	303.596403	58.5142835	162.022836	1	0	0	0	0	0	0	0	0	6	male	amy	B-01	female									
B-01_06_pass1_488_19	ADS	217.962545	121.904835	337.14185	49.7059816	215.237015	0	0	0	1	0	0	0	0	0	6	male	amy	B-01	female									
B-01_06_pass1_488_2	ADS	236.219546	120.254179	337.718101	50.1352477	217.463922	0	0	0	1	0	0	0	0	0	6	female	amy	B-01	female									
B-01_06_pass1_488_20	ADS	167.308743	119.972976	291.643715	43.4550576	171.670739	0	0	0	1	0	0	0	0	0	6	male	amy	B-01	female									
B-01_06_pass1_488_23	ADS	207.559494	169.651924	289.502491	27.6320312	119.850566	0	0	0	1	0	0	1	0	0	6	female	amy	B-01	female									
B-01_06_pass1_488_24	ADS	160.738773	126.442422	261.854893	33.2565029	135.412471	0	0	0	1	0	0	0	0	0	6	male	amy	B-01	female									
B-01_06_pass1_488_26	ADS	232.643535	202.381021	260.884501	17.4270879	58.5034804	1	0	0	1	0	0	0	0	0	6	male	amy	B-01	female									
B-01_06_pass1_488_27	ADS	177.93662	130.59565	253.375741	30.0473347	122.780092	0	0	0	1	0	0	0	0	0	6	male	amy	B-01	female									
B-01_06_pass1_488_29	ADS	227.431829	141.696948	304.927452	38.3150384	163.230504	1	0	0	1	0	0	0	0	0	6	male	amy	B-01	female									
B-01_06_pass1_488_3	ADS	167.967224	130.895096	302.617477	34.3899184	171.722381	1	0	0	1	0	0	0	0	0	6	female	amy	B-01	female									
B-01_06_pass1_488_30	ADS	198.90986	159.470774	325.5848	33.9979729	166.114026	0	0	0	1	0	0	0	0	0	6	female	amy	B-01	female									
B-01_06_pass1_488_32	ADS	223.822627	145.846724	283.516396	32.0619169	137.669673	1	0	0	1	0	0	0	0	0	6	male	amy	B-01	female									
B-01_06_pass1_488_34	ADS	225.847004	178.531759	318.64528	29.3116402	140.113521	1	0	0	1	0	0	0	0	0	6	male	amy	B-01	female									
B-01_06_pass1_488_35	ADS	153.21786	112.471657	308.952548	31.4922886	196.480891	0	0	0	1	0	0	0	0	0	6	male	amy	B-01	female									
B-01_06_pass1_488_36	ADS	121.870243	100.684044	158.586964	10.524611	57.9029201	1	0	0	1	0	0	1	0	0	6	male	amy	B-01	female									
B-01_06_pass1_488_38	ADS	135.197338	99.4080633	202.79112	17.79123	103.383057	0	0	0	1	0	0	0	0	0	6	male	amy	B-01	female									
B-01_06_pass1_488_4	ADS	205.898762	140.3388	251.788555	27.8210156	111.449755	0	0	0	1	0	0	0	0	0	6	male	amy	B-01	female									
B-01_06_pass1_488_40	ADS	182.698313	99.3469016	309.303394	31.5027411	209.956492	0	0	0	1	0	0	0	0	0	6	female	amy	B-01	female									
B-01_06_pass1_488_41	ADS	157.258577	85.1709416	301.887729	32.6078321	216.716787	0	0	0	1	0	0	0	0	0	6	female	amy	B-01	female									
B-01_06_pass1_488_5	ADS	155.725685	111.207584	216.241537	23.9224819	105.033953	0	0	0	1	0	0	0	0	0	6	male	amy	B-01	female									
B-01_06_pass1_488_8	ADS	149.303981	120.842437	199.983886	19.5764393	79.1414487	0	0	0	1	0	0	0	0	0	6	male	amy	B-01	female									
B-01_06_pass1_488_9	ADS	178.52281	121.39788	236.253828	26.9240448	114.855949	0	0	0	1	0	0	0	0	0	6	male	amy	B-01	female									
W-973_pass1_753_1	ADS	307.400316	102.390024	486.512938	84.6343217	384.122914	1	0	0	0	0	0	0	0	0	3	female	amy	W-973	male									
W-973_pass1_753_10	ADS	268.283605	77.9760308	521.423499	130.696609	443.447469	1	0	0	0	0	0	1	0	1	3	male	amy	W-973	male									
W-973_pass1_753_14	ADS	264.902704	74.0155073	499.160455	95.0756576	425.144947	1	0	0	1	0	0	0	0	0	3	male	amy	W-973	male									
W-973_pass1_753_16	ADS	341.679666	193.736169	503.069148	80.8638338	309.332978	0	0	0	1	0	0	0	0	0	3	female	amy	W-973	male									
W-973_pass1_753_18	ADS	289.293758	123.717104	452.287718	98.0602671	328.570614	0	0	0	1	0	0	0	0	0	3	male	amy	W-973	male									
W-973_pass1_753_20	ADS	255.797413	182.081635	303.506971	19.4735988	121.425337	1	0	0	1	0	0	0	0	0	3	female	amy	W-973	male									
W-973_pass1_753_22	ADS	274.612586	235.505562	550.355326	75.7245182	314.849763	1	0	0	1	0	0	0	0	0	3	female	amy	W-973	male									
W-973_pass1_753_24	ADS	305.12317	197.475727	512.211685	90.7365056	314.735958	1	0	0	1	0	0	0	0	0	3	male	amy	W-973	male									
W-973_pass1_753_26	ADS	297.206053	140.277688	511.75187	101.441236	371.474182	0	0	0	1	0	0	0	0	0	3	female	amy	W-973	male									
W-973_pass1_753_27	ADS	193.226769	80.019175	358.158651	62.6234898	278.139476	0	0	0	1	0	0	0	0	0	3	male	amy	W-973	male									
W-973_pass1_753_3	ADS	299.452538	88.6474934	573.444983	115.068451	484.797489	1	0	0	0	0	0	0	0	0	3	female	amy	W-973	male									
W-973_pass1_753_5	ADS	372.010805	261.513163	480.53591	64.4062071	219.022747	0	0	0	1	0	0	1	0	0	3	female	amy	W-973	male									
W-973_pass1_753_7	ADS	262.51055	89.7582531	486.618444	112.894249	396.860191	0	0	0	1	0	0	0	0	0	3	female	amy	W-973	male									
